x,y,z
-28.2,1.8,36.6
-27.9,0.9,36.9
-28.8,1.2,37.8
-26.7,2.1,38.1
-27.6,2.4,39.0
-26.1,2.1,39.9
-25.5,3.9,38.7
-24.6,2.4,39.0
-24.3,3.9,41.7
-23.4,4.2,43.2
-22.2,4.2,43.8
-22.5,5.1,42.9
-22.5,6.9,42.9
-21.3,5.7,44.1
-19.2,6.0,43.2
-19.8,7.2,44.4
-18.3,6.9,42.9
-18.6,7.8,45.0
-18.0,6.6,45.6
-17.4,9.0,45.6
-15.0,9.6,45.6
-13.2,9.0,46.2
-13.2,10.2,47.4
-11.7,9.9,47.1
-12.0,11.4,46.8
-11.4,10.8,48.0
-9.9,11.7,48.9
-8.4,12.0,48.0
-8.1,11.1,48.3
-8.7,11.1,47.7
-5.4,12.6,49.2
-4.8,13.8,49.2
-4.2,12.6,48.6
-3.6,15.0,46.8
-4.5,16.5,48.9
-2.7,14.1,48.3
0.6,13.2,48.0
-0.3,14.1,48.9
1.5,16.5,48.9
2.1,15.3,48.9
3.3,13.5,47.7
5.4,15.0,46.8
6.9,15.3,48.9
8.7,14.7,47.7
8.4,14.4,48.6
10.5,12.9,49.5
9.3,13.5,49.5
11.1,12.3,48.3
10.2,13.8,47.4
11.1,11.1,46.5
13.2,12.0,45.6
14.4,11.4,45.6
15.0,9.6,45.0
18.9,11.7,45.3
18.6,10.8,45.0
19.8,11.4,44.4
19.5,12.3,43.5
20.7,12.3,43.5
22.2,12.0,44.4
21.9,11.7,42.3
23.1,12.3,44.7
23.7,12.3,42.3
24.6,12.0,40.2
25.5,13.5,39.3
27.3,14.1,39.3
27.3,14.7,37.5
28.8,13.2,37.2
28.8,13.2,36.0
29.7,13.5,36.3
30.6,12.0,35.4
31.2,12.0,34.8
33.0,12.0,34.2
31.8,13.2,33.0
33.0,12.6,33.0
33.3,11.1,30.9
34.5,10.5,32.7
33.9,11.7,31.5
33.9,10.5,31.5
34.5,12.9,28.5
35.1,11.7,29.1
36.3,10.5,27.9
37.8,11.4,28.8
36.9,12.3,27.3
36.6,10.8,27.6
36.6,10.2,25.8
37.2,14.4,27.0
37.8,11.4,24.6
36.0,11.4,24.6
38.1,11.1,24.3
39.9,10.5,23.1
37.5,11.1,23.1
38.1,11.7,23.7
37.8,12.0,24.6
38.7,12.9,22.5
38.4,11.4,22.8
38.4,10.2,22.2
39.9,9.9,23.7
36.9,9.9,22.5
38.1,11.7,23.7
38.4,10.2,22.8
37.8,10.8,22.8
37.8,11.4,23.4
38.7,9.9,24.3
38.4,12.6,24.6
37.2,10.8,25.2
39.3,12.3,26.1
36.3,13.5,25.5
36.9,11.1,26.7
36.6,11.4,26.4
36.0,12.0,26.4
37.8,12.0,28.8
36.3,12.9,28.5
32.7,12.9,29.1
34.5,12.3,29.7
33.6,13.2,31.8
35.4,11.4,31.2
31.8,10.8,34.2
31.5,11.7,33.3
30.3,11.7,34.5
30.0,11.4,36.0
30.3,11.7,36.9
29.4,9.6,39.0
26.7,11.7,39.3
25.8,12.6,40.2
26.1,9.9,38.1
25.8,10.8,42.0
24.3,11.1,42.3
22.8,11.4,41.4
20.7,11.1,43.5
21.9,11.7,44.1
19.5,10.5,44.7
18.9,9.3,44.7
15.0,12.0,45.6
15.9,9.9,45.3
14.4,10.2,45.6
14.4,9.6,48.0
14.1,9.9,47.7
12.6,12.0,47.4
10.2,10.8,48.0
9.9,12.3,47.7
9.9,11.7,47.7
8.7,12.3,46.5
7.2,12.6,48.0
6.3,11.1,48.3
4.2,10.2,50.4
2.1,9.9,47.7
3.0,10.2,49.2
-1.5,10.5,49.5
0.0,10.2,48.0
-2.4,9.6,49.8
-2.7,9.3,48.9
-3.9,9.3,49.5
-5.4,9.0,48.6
-6.6,8.4,48.6
-7.2,7.8,49.2
-8.1,8.7,49.5
-9.9,7.5,46.5
-9.6,6.0,47.4
-11.4,7.8,48.0
-11.4,7.8,46.2
-12.6,7.2,48.0
-14.4,6.0,46.8
-14.4,7.2,46.2
-16.2,6.6,46.2
-15.6,5.4,45.0
-15.6,6.0,46.8
-18.3,5.1,45.3
-16.8,6.0,46.2
-18.6,5.4,45.6
-18.9,5.1,45.9
-20.4,3.6,44.4
-19.2,3.6,43.8
-20.4,5.4,44.4
-20.1,5.1,44.1
-22.2,4.8,43.2
-21.0,3.0,43.8
-21.6,3.6,42.6
-21.3,3.9,41.7
-21.0,4.8,42.0
-21.6,3.0,42.0
-22.8,1.8,42.0
-24.0,3.0,40.8
-23.7,0.9,40.5
-25.8,1.8,39.6
-23.7,2.1,39.9
-26.1,0.9,38.7
-27.3,2.1,39.3
-25.5,-0.3,38.7
-28.5,0.3,36.9
-28.2,-1.2,36.6
-29.4,1.8,37.2
-28.5,-0.9,36.3
-29.1,-0.3,35.7
-28.5,-0.3,36.3
-30.3,-0.9,33.3
-30.3,0.3,33.9
-31.5,-1.5,33.9
-33.3,-3.3,33.9
-33.0,-1.2,32.4
-32.7,-1.5,30.3
-32.7,-3.9,30.3
-33.9,-2.7,31.5
-34.5,-2.1,27.3
-34.2,-1.2,28.2
-34.2,-3.0,28.2
-35.4,-2.4,27.0
-34.8,-2.4,26.4
-35.7,-3.3,25.5
-35.7,-2.7,26.1
-36.0,-4.2,23.4
-34.2,-4.2,24.0
-36.0,-5.4,22.2
-37.8,-4.2,22.2
-37.5,-3.9,20.1
-36.6,-4.8,18.6
-39.0,-3.0,19.2
-37.8,-4.8,18.0
-38.1,-3.9,15.3
-37.5,-5.1,16.5
-39.3,-3.9,15.9
-39.6,-6.6,14.4
-38.7,-4.5,14.1
-38.4,-4.8,15.0
-39.0,-3.6,12.6
-40.2,-3.6,11.4
-39.6,-2.4,9.0
-40.2,-3.6,7.8
-40.2,-3.0,7.2
-39.3,-1.5,6.3
-40.5,-1.5,5.1
-38.7,-2.1,2.7
-38.1,-0.9,3.3
-38.4,-1.8,2.4
-38.7,-2.1,0.9
-38.1,-0.9,-0.3
-38.4,-1.2,-0.6
-36.6,-0.6,-2.4
-38.4,0.6,-4.2
-36.6,0.0,-4.8
-36.3,2.1,-6.3
-36.6,0.6,-7.2
-36.0,1.2,-9.0
-34.8,1.2,-8.4
-33.9,0.9,-9.3
-33.3,0.9,-9.9
-33.3,1.5,-11.1
-32.7,2.1,-10.5
-32.1,1.5,-12.3
-33.3,0.3,-13.5
-32.4,1.8,-13.8
-29.1,2.1,-15.9
-27.9,2.7,-15.9
-27.0,1.8,-16.8
-26.1,3.3,-19.5
-26.7,2.7,-18.9
-24.3,2.7,-20.7
-22.5,2.1,-20.1
-22.2,2.4,-20.4
-20.7,2.1,-22.5
-21.9,3.3,-23.1
-18.0,1.2,-24.6
-16.5,0.9,-24.9
-16.2,1.2,-25.2
-15.3,0.3,-25.5
-12.3,1.5,-26.1
-10.5,0.3,-28.5
-11.1,0.3,-26.7
-8.1,0.3,-26.1
-8.4,-1.2,-27.0
-8.4,-1.8,-28.8
-7.2,-0.6,-28.2
-4.5,-1.5,-27.9
-3.9,-2.1,-28.5
-2.1,-2.7,-28.5
-1.8,-4.2,-26.4
-0.9,-5.1,-26.1
0.9,-3.3,-26.7
2.4,-3.0,-25.8
4.2,-4.8,-26.4
4.8,-6.6,-25.8
6.6,-7.8,-25.2
6.6,-8.4,-25.8
7.5,-8.7,-26.1
9.9,-10.5,-23.1
10.8,-10.8,-22.8
12.0,-12.6,-23.4
12.0,-10.8,-22.2
14.7,-12.3,-21.3
15.9,-13.5,-19.5
17.4,-12.6,-18.6
20.1,-13.5,-18.3
20.4,-13.2,-16.2
21.6,-13.2,-15.6
22.5,-11.1,-15.9
24.6,-13.2,-13.8
25.5,-14.1,-11.7
25.2,-13.8,-12.0
27.3,-14.1,-11.7
28.8,-13.8,-10.8
29.1,-15.3,-8.7
27.3,-14.1,-9.3
30.9,-14.1,-7.5
30.6,-13.8,-8.4
30.9,-12.9,-6.9
30.6,-12.6,-6.6
31.5,-12.9,-5.1
34.2,-11.4,-6.6
33.0,-10.8,-3.6
34.5,-8.7,-5.1
34.5,-9.3,-4.5
36.3,-8.7,-3.9
35.1,-7.5,-2.7
35.7,-6.3,-4.5
35.1,-3.9,-2.7
35.7,-1.5,-4.5
35.1,0.9,-3.9
37.2,0.0,-4.2
37.2,1.2,-6.0
35.4,1.2,-6.0
36.9,4.5,-5.1
36.3,4.5,-7.5
36.9,6.9,-8.1
35.7,8.1,-8.1
36.0,10.2,-8.4
34.8,9.6,-9.0
33.0,13.8,-12.0
30.6,16.8,-13.8
27.9,19.5,-15.3
24.3,20.1,-17.7
23.7,21.3,-18.3
20.7,21.3,-18.9
19.2,21.0,-20.4
20.7,21.3,-18.9
18.0,23.4,-21.6
14.7,23.7,-20.7
13.2,24.6,-21.0
10.8,24.6,-21.6
6.3,26.1,-24.3
4.5,25.5,-23.7
0.3,26.7,-22.5
-0.9,26.7,-21.9
-3.0,27.0,-24.0
-6.6,27.6,-22.2
-8.7,26.7,-20.7
-10.2,27.0,-23.4
-13.2,28.2,-21.0
-16.2,27.6,-18.6
-19.2,25.8,-17.4
-21.3,26.7,-15.3
-24.3,24.3,-15.3
-27.3,23.7,-14.1
-30.0,22.2,-11.4
-30.9,20.7,-11.1
-31.5,18.9,-9.9
-33.6,19.8,-7.8
-34.5,17.7,-7.5
-36.9,15.9,-5.7
-37.5,14.1,-3.9
-37.5,12.3,-1.5
-39.9,9.9,0.9
-38.4,7.8,3.6
-39.6,5.4,3.6
-39.9,5.1,6.3
-39.3,2.7,7.5
-39.3,0.9,6.3
-40.2,0.0,11.4
-39.6,-0.6,9.6
-38.4,-2.4,12.0
-39.3,-2.1,15.9
-39.3,-3.9,16.5
-38.7,-5.7,17.1
-38.1,-3.9,20.1
-37.8,-3.0,19.8
-36.6,-4.2,23.4
-36.9,-2.7,25.5
-36.3,-2.1,24.9
-36.6,-3.0,27.6
-36.0,-3.0,28.8
-36.0,-5.4,27.0
-33.3,-5.1,27.9
-33.9,-5.1,27.9
-34.2,-4.2,29.4
-32.4,-6.0,30.0
-32.7,-5.1,30.3
-31.5,-4.5,31.5
-29.4,-6.0,34.2
-28.8,-6.0,34.8
-28.5,-5.7,35.7
-27.9,-6.3,36.3
-26.7,-7.5,34.5
-27.3,-6.9,35.1
-27.0,-10.2,36.6
-25.2,-9.0,36.0
-23.7,-7.5,35.7
-24.0,-13.2,37.2
-25.2,-12.6,36.0
-23.7,-11.7,35.1
-23.4,-12.0,35.4
-24.0,-12.0,36.6
-23.1,-12.9,33.9
-22.8,-13.8,33.6
-24.6,-15.0,34.8
-23.1,-15.9,32.7
-23.1,-16.5,32.7
-22.2,-17.4,32.4
-21.3,-16.5,31.5
-22.2,-16.2,31.8
-22.2,-18.0,32.4
-22.2,-17.4,31.2
-21.3,-20.1,29.7
-22.2,-21.0,27.6
-22.8,-21.0,26.4
-22.5,-23.7,27.3
-22.8,-22.2,25.8
-21.6,-22.8,24.6
-20.7,-24.3,24.3
-20.7,-23.1,23.7
-20.7,-25.5,22.5
-20.1,-24.3,21.9
-19.8,-26.4,18.6
-19.8,-27.6,18.0
-20.1,-26.7,17.7
-20.1,-26.1,15.9
-18.6,-28.2,14.4
-18.9,-27.9,13.5
-18.3,-27.3,12.9
-18.0,-28.2,12.6
-18.6,-30.0,12.6
-17.7,-29.7,9.3
-17.1,-27.9,9.9
-17.7,-29.1,9.3
-18.0,-28.8,7.2
-16.8,-30.0,7.2
-17.7,-27.9,7.5
-16.8,-28.8,6.6
-17.4,-28.8,5.4
-17.7,-29.7,6.9
-18.9,-27.9,5.7
-18.9,-28.5,6.3
-19.8,-29.4,3.0
-20.4,-27.6,5.4
-20.7,-27.3,5.1
-22.5,-24.9,6.3
-23.4,-25.8,5.4
-23.4,-25.2,7.2
-25.5,-24.3,7.5
-25.2,-24.0,6.6
-26.7,-23.1,9.3
-28.2,-23.4,8.4
-27.9,-21.3,7.5
-29.4,-20.4,10.2
-29.4,-19.8,10.8
-32.4,-19.2,10.8
-32.4,-17.4,11.4
-33.9,-15.3,11.7
-35.1,-15.9,11.1
-34.5,-14.7,12.3
-34.2,-12.6,13.2
-34.2,-12.0,15.0
-34.2,-11.4,14.4
-37.2,-12.0,15.0
-37.2,-8.4,15.0
-37.2,-7.2,12.6
-39.0,-4.8,13.2
-39.0,-4.2,13.8
-37.2,-1.8,15.6
-39.0,-1.8,16.8
-39.0,-1.2,17.4
-38.1,-2.1,16.5
-39.6,-1.8,16.8
-38.4,2.4,19.2
-39.0,0.0,19.2
-38.1,0.3,17.1
-39.3,2.1,18.9
-39.3,2.7,19.5
-37.8,1.8,19.8
-39.0,3.0,19.8
-37.2,2.4,22.8
-38.4,4.2,24.0
-38.7,5.1,24.3
-36.6,3.0,23.4
-37.5,4.5,26.1
-36.6,6.0,25.8
-35.1,5.1,26.7
-36.0,5.4,26.4
-36.6,5.4,26.4
-36.9,5.7,27.3
-37.2,7.2,27.0
-36.3,6.3,26.1
-36.6,7.2,25.8
-36.6,8.4,27.6
-37.8,7.8,25.2
-37.2,7.8,25.2
-37.2,4.8,24.6
-37.5,6.9,23.7
-39.3,5.1,23.1
-37.8,4.2,23.4
-37.5,3.3,21.3
-38.7,2.7,22.5
-38.4,0.6,21.6
-37.8,-1.8,21.0
-36.6,-0.6,20.4
-36.9,-3.3,20.7
-38.1,-3.9,20.1
-36.6,-7.2,19.2
-36.0,-7.2,18.0
-36.3,-6.9,18.3
-36.0,-9.6,17.4
-33.6,-10.2,15.0
-35.1,-11.7,13.5
-33.9,-13.5,12.9
-36.3,-11.1,10.5
-35.4,-13.2,10.8
-34.5,-12.9,9.3
-34.8,-15.0,7.2
-33.0,-16.2,10.8
-32.7,-17.7,6.9
-31.5,-16.5,8.7
-30.3,-20.1,8.1
-30.3,-19.5,7.5
-30.0,-17.4,5.4
-29.7,-17.7,5.1
-30.6,-19.2,5.4
-30.3,-18.3,6.3
-31.2,-18.0,5.4
-27.9,-18.9,4.5
-29.1,-18.3,5.1
-28.8,-19.2,3.6
-27.0,-20.4,5.4
-26.7,-21.9,3.3
-27.0,-24.0,3.0
-25.2,-22.8,2.4
-26.4,-22.8,3.6
-27.0,-22.8,4.8
-26.1,-22.5,3.3
-26.7,-23.7,4.5
-27.6,-24.6,4.2
-26.4,-22.8,4.8
-25.8,-25.2,6.6
-26.1,-23.1,6.3
-26.1,-23.1,6.3
-24.6,-24.6,7.2
-25.5,-23.7,6.3
-25.5,-23.1,7.5
-26.4,-22.8,9.0
-27.3,-23.7,9.3
-27.3,-22.5,8.1
-27.3,-21.3,9.9
-26.4,-22.8,11.4
-28.5,-20.1,12.3
-30.0,-19.8,13.8
-29.7,-19.5,14.1
-31.5,-18.3,14.7
-30.3,-17.7,16.5
-31.8,-18.0,19.2
-32.1,-14.7,19.5
-31.5,-14.1,18.3
-33.6,-13.8,20.4
-32.1,-13.5,21.3
-32.4,-13.8,23.4
-32.7,-12.3,23.1
-31.2,-12.6,24.0
-33.3,-11.1,24.3
-33.6,-11.4,25.8
-31.2,-10.2,24.6
-31.8,-10.2,25.8
-30.9,-11.7,27.9
-31.2,-10.2,28.8
-30.6,-11.4,28.8
-31.2,-9.6,28.2
-30.0,-9.6,31.2
-30.0,-9.6,31.8
-28.8,-6.6,31.2
-29.7,-6.3,31.5
-30.6,-7.2,32.4
-29.7,-5.1,30.9
-29.7,-6.9,34.5
-29.1,-5.7,33.3
-30.3,-4.5,34.5
-29.7,-5.7,35.1
-29.1,-5.1,35.7
-29.4,-2.4,34.2
-30.3,-3.3,33.9
-30.6,-1.2,33.6
-30.3,-2.7,33.9
-30.6,-1.2,33.6
-30.6,-2.4,33.6
-31.5,-0.3,34.5
-30.0,-0.6,32.4
-31.5,-2.1,32.1
-31.5,-0.9,32.7
-30.9,-0.3,32.7
-32.7,-1.5,31.5
-33.6,-3.0,31.8
-33.0,-2.4,31.2
-34.2,-1.8,30.6
-33.9,-2.1,29.7
-34.2,-3.0,29.4
-34.5,-2.7,27.3
-34.2,-4.8,27.6
-35.7,-4.5,27.9
-33.9,-5.1,27.3
-34.5,-5.7,25.5
-34.2,-4.2,25.8
-33.9,-5.7,24.9
-35.4,-7.2,23.4
-32.4,-7.8,24.6
-33.0,-10.8,21.6
-32.4,-13.2,19.8
-31.5,-12.3,18.9
-32.7,-14.7,18.9
-31.8,-16.8,19.8
-31.2,-17.4,18.0
-30.9,-18.3,18.3
-29.4,-18.0,15.0
-29.1,-18.3,14.7
-30.3,-18.9,14.7
-28.8,-19.2,11.4
-28.8,-19.8,12.6
-29.4,-21.6,10.8
-29.7,-20.7,8.7
-27.3,-20.1,8.1
-28.5,-20.1,6.9
-28.2,-20.4,6.6
-27.6,-20.4,4.2
-27.3,-20.1,4.5
-27.6,-21.0,4.8
-27.0,-21.6,3.6
-27.3,-20.7,0.9
-27.3,-19.5,-1.5
-26.4,-20.4,1.2
-26.4,-19.8,-1.2
-26.1,-21.3,-2.7
-27.6,-19.8,-4.2
-26.1,-18.9,-4.5
-24.3,-17.1,-6.3
-25.2,-19.8,-8.4
-25.8,-18.0,-8.4
-24.6,-19.2,-7.8
-23.1,-17.7,-9.9
-22.8,-17.4,-11.4
-19.8,-18.6,-13.2
-19.2,-18.0,-14.4
-19.8,-17.4,-14.4
-18.0,-16.2,-15.6
-19.5,-15.9,-16.5
-17.1,-14.1,-16.5
-13.5,-14.7,-18.9
-17.1,-13.5,-20.1
-14.1,-12.3,-21.3
-14.4,-13.2,-21.6
-12.3,-11.1,-22.5
-11.4,-12.0,-22.2
-9.6,-10.8,-23.4
-8.4,-9.6,-24.0
-7.2,-8.4,-25.8
-6.9,-6.3,-26.7
-4.8,-7.8,-28.2
-4.2,-6.6,-25.8
-2.4,-5.4,-25.8
-0.3,-5.7,-27.3
-0.9,-5.7,-26.1
-0.3,-4.5,-27.3
0.3,-3.9,-27.3
2.4,-3.6,-27.6
2.1,-2.7,-28.5
5.1,-2.7,-26.7
5.7,-1.5,-26.1
8.4,0.0,-26.4
9.6,-3.0,-26.4
9.0,-1.2,-27.0
12.6,-1.2,-25.8
13.2,0.0,-25.8
15.3,0.9,-24.3
16.2,0.6,-24.6
16.5,0.9,-24.3
20.1,1.5,-24.3
20.1,0.3,-21.3
22.8,3.6,-22.8
21.6,3.0,-19.8
24.9,2.7,-20.1
26.4,2.4,-16.8
28.2,1.8,-17.4
27.6,3.0,-16.8
28.5,1.5,-12.9
30.6,3.6,-14.4
31.8,6.0,-13.2
31.5,3.3,-12.3
34.2,4.8,-10.2
33.6,3.6,-10.8
33.9,5.1,-7.5
37.5,5.1,-7.5
36.6,4.8,-6.6
36.9,6.9,-5.1
36.0,6.0,-3.6
38.7,5.7,-3.9
37.2,4.2,-3.6
37.5,6.9,-1.5
37.8,4.8,0.0
39.0,6.6,0.0
38.7,6.3,1.5
38.7,5.1,4.5
41.7,3.9,5.1
40.5,3.9,5.1
38.4,4.2,5.4
39.3,4.5,6.9
41.4,5.4,7.2
40.2,4.2,9.6
40.5,3.3,9.9
41.7,4.5,9.9
40.5,3.9,11.1
42.0,4.8,11.4
39.9,4.5,12.9
40.2,2.4,13.2
39.9,3.3,14.7
38.7,2.7,14.7
39.6,2.4,15.6
39.0,2.4,16.2
39.9,2.1,15.3
38.4,2.4,15.6
40.2,3.0,16.2
39.3,2.7,17.7
38.1,2.7,16.5
39.0,3.0,18.0
38.7,1.5,18.3
39.3,0.3,18.9
38.7,0.9,19.5
39.0,-1.2,21.0
38.7,-0.3,19.5
38.1,-1.5,21.3
39.9,-3.3,21.3
38.7,-2.7,21.9
37.8,-3.6,22.2
35.1,-5.1,22.5
36.6,-6.0,24.6
34.5,-8.7,24.9
33.9,-8.7,22.5
33.3,-8.1,24.3
32.7,-9.3,26.1
32.7,-11.1,25.5
31.2,-9.6,27.0
32.1,-9.3,27.3
30.9,-9.9,26.1
31.5,-9.3,28.5
31.2,-10.2,29.4
30.6,-9.6,30.0
29.4,-10.2,30.0
30.9,-9.3,32.1
30.6,-9.0,30.0
29.7,-8.1,32.1
29.1,-7.5,34.5
28.8,-6.6,32.4
28.5,-6.9,34.5
28.2,-7.2,34.8
27.6,-4.8,34.2
27.3,-5.1,34.5
27.9,-4.5,35.7
27.0,-3.0,35.4
26.4,-4.8,36.0
26.7,-2.7,36.9
27.6,-3.6,37.8
24.6,-3.0,38.4
25.8,-1.2,36.6
26.7,-2.7,36.9
26.7,-3.9,37.5
26.1,-4.5,37.5
27.0,-4.8,37.2
25.8,-3.6,38.4
26.4,-5.4,36.0
24.3,-7.5,36.9
26.1,-5.7,37.5
25.5,-7.5,36.3
24.6,-7.2,37.8
24.6,-8.4,36.0
25.2,-9.0,36.6
23.7,-9.3,35.7
25.5,-11.1,36.9
24.3,-9.9,36.3
24.6,-12.0,35.4
24.9,-11.7,37.5
24.9,-12.9,33.9
24.0,-13.2,34.8
23.4,-13.8,33.6
23.4,-15.0,34.8
21.6,-13.8,34.2
22.8,-15.0,33.6
21.0,-14.4,33.6
21.0,-16.2,32.4
22.5,-13.5,34.5
21.9,-15.9,33.3
22.8,-15.6,33.6
20.7,-15.3,34.5
20.1,-15.3,35.7
21.3,-13.5,35.1
20.7,-15.3,33.9
21.6,-16.2,34.2
21.3,-15.9,36.3
20.4,-16.2,35.4
21.0,-17.4,35.4
18.6,-16.8,36.6
18.3,-16.5,37.5
18.9,-17.1,36.3
17.4,-16.2,36.0
16.5,-15.9,37.5
18.3,-17.1,36.3
17.7,-18.3,38.1
16.5,-17.7,38.1
15.3,-15.3,38.7
16.5,-17.1,39.3
15.0,-15.0,39.6
13.8,-12.6,39.6
13.5,-14.1,39.9
12.9,-13.5,40.5
13.2,-13.2,40.8
12.9,-11.7,40.5
13.5,-12.3,42.9
13.5,-11.1,42.9
13.8,-10.2,42.0
12.0,-10.2,42.0
12.9,-9.9,43.5
10.8,-9.6,45.0
12.3,-9.3,45.3
11.7,-9.3,45.9
10.2,-6.0,44.4
10.8,-5.4,45.6
10.8,-6.6,45.6
11.4,-4.8,45.6
8.4,-5.4,45.6
9.0,-6.0,45.6
9.6,-4.8,46.2
9.0,-5.4,45.6
8.4,-5.4,46.2
9.0,-4.2,46.8
8.4,-6.0,46.2
7.8,-4.2,46.2
6.6,-5.4,46.2
9.0,-5.4,46.2
8.7,-5.7,46.5
6.9,-5.7,45.9
7.2,-6.0,45.6
6.6,-7.2,46.2
7.8,-7.8,44.4
8.1,-9.9,44.7
9.9,-11.1,44.7
9.0,-10.8,45.6
9.3,-9.9,44.7
8.7,-11.7,43.5
11.4,-12.0,42.6
12.6,-13.8,40.2
12.9,-14.1,41.1
13.5,-14.1,41.1
16.2,-18.0,40.2
17.1,-16.5,37.5
17.4,-16.2,36.0
17.7,-17.1,35.1
20.1,-18.3,33.9
22.2,-18.6,33.6
21.6,-18.6,34.2
22.5,-18.9,30.9
24.3,-18.9,29.7
24.0,-18.0,31.2
24.6,-19.2,29.4
26.7,-16.5,28.5
27.0,-17.4,29.4
27.3,-17.1,28.5
28.8,-13.2,27.0
28.5,-15.3,26.7
29.4,-14.4,25.2
31.2,-12.6,25.2
31.8,-13.2,24.0
33.3,-12.9,26.1
33.0,-10.2,23.4
32.4,-9.6,24.0
33.6,-10.8,24.6
34.5,-8.1,23.1
34.5,-7.5,24.3
35.4,-6.0,25.8
35.4,-6.0,24.6
36.0,-3.6,25.8
35.1,-2.7,26.7
35.1,-2.1,28.5
34.8,-1.8,27.6
34.2,0.6,29.4
32.1,0.3,32.1
32.7,2.1,32.1
30.6,3.6,33.6
30.6,3.6,36.6
27.9,5.7,37.5
27.0,7.2,39.0
27.0,7.8,37.8
24.9,7.5,39.9
23.1,9.9,41.1
22.5,10.5,42.9
20.1,11.1,42.3
19.2,12.0,44.4
17.7,14.1,43.5
17.4,12.6,44.4
16.2,13.2,45.0
15.0,11.4,46.2
13.8,10.8,45.6
13.5,10.5,46.5
12.6,10.2,46.2
12.0,10.2,46.8
12.9,9.9,47.7
9.9,10.5,46.5
10.2,9.0,48.0
11.4,8.4,47.4
9.0,7.2,48.6
10.2,6.6,47.4
8.4,6.6,49.2
8.7,5.1,48.9
8.1,3.9,49.5
7.8,2.4,48.6
7.8,1.8,48.0
7.8,1.2,46.8
7.8,-1.2,48.6
7.5,-0.9,47.1
9.0,-2.4,48.0
7.8,-6.0,46.2
9.6,-4.8,45.0
11.1,-6.9,45.9
12.0,-7.2,46.2
13.2,-7.2,43.2
12.9,-7.5,43.5
15.0,-10.8,44.4
16.5,-9.3,42.3
17.1,-10.5,40.5
17.7,-10.5,39.3
17.4,-11.4,42.0
19.5,-11.1,39.9
21.3,-11.1,38.1
22.8,-11.4,37.2
23.1,-11.7,37.5
24.3,-11.7,36.3
26.1,-11.7,35.1
27.0,-9.0,34.2
27.6,-10.8,32.4
30.3,-8.7,32.1
31.2,-8.4,29.4
33.0,-6.6,31.2
34.2,-6.0,29.4
32.7,-4.5,26.7
33.6,-5.4,25.8
36.3,-5.1,24.9
36.9,-4.5,23.1
36.3,-3.3,23.7
37.5,-3.3,21.3
37.5,-4.5,19.5
37.8,-3.0,16.8
38.7,-0.9,19.5
38.7,-1.5,16.5
39.3,-1.5,17.1
40.5,-2.1,15.3
39.0,1.8,15.0
39.9,0.3,14.7
39.6,1.2,13.2
38.7,2.1,11.7
40.2,3.0,12.0
39.9,3.3,10.5
39.9,3.3,11.7
39.9,4.5,9.9
38.7,3.9,8.7
40.2,4.8,10.8
39.6,5.4,10.2
40.5,6.9,9.9
40.5,5.1,10.5
38.7,5.1,12.9
38.4,6.6,13.2
39.0,5.4,12.6
40.8,6.6,15.6
39.9,6.9,17.1
39.9,6.3,16.5
39.0,4.8,16.8
39.3,5.1,20.1
37.5,2.7,21.3
39.6,0.0,23.4
38.7,0.3,23.7
37.2,-1.2,25.2
36.9,-3.9,24.3
36.3,-2.1,23.7
35.4,-5.4,25.8
35.7,-5.1,25.5
35.1,-6.3,24.9
33.9,-6.9,26.1
32.7,-6.3,26.7
34.5,-8.7,25.5
33.3,-7.5,24.3
33.9,-8.1,24.9
33.9,-9.9,24.3
34.5,-9.3,23.7
33.9,-10.5,23.7
33.3,-11.1,24.3
31.8,-10.2,24.0
34.5,-9.9,24.9
32.1,-9.3,24.3
33.9,-11.1,23.7
34.2,-10.8,24.6
33.0,-11.4,24.6
34.2,-11.4,24.0
34.2,-9.6,23.4
34.2,-9.0,23.4
34.2,-8.4,22.8
35.1,-8.1,22.5
36.0,-6.6,22.2
36.9,-5.7,23.1
36.6,-3.0,20.4
36.6,-3.6,21.6
37.8,-3.0,21.6
37.5,-2.7,22.5
37.8,-1.8,21.0
37.8,-1.8,21.0
38.1,1.5,21.3
37.8,0.0,20.4
39.6,0.6,19.2
38.4,1.2,20.4
39.6,1.2,19.2
37.2,1.2,19.8
39.3,0.9,20.1
40.2,0.6,19.2
38.4,1.2,18.6
39.0,1.2,19.2
40.5,0.3,18.3
38.7,0.9,17.7
41.1,2.1,18.3
39.9,0.9,15.9
39.3,0.9,16.5
38.1,2.1,16.5
40.5,0.9,14.1
39.0,1.2,13.2
39.0,1.2,14.4
40.8,-0.6,14.4
39.3,-0.3,13.5
40.5,-0.3,11.1
38.7,-0.9,13.5
38.7,-0.3,11.1
40.5,-1.5,10.5
40.2,-3.0,10.8
38.7,-1.5,12.3
39.3,-0.3,9.9
39.0,-1.2,9.0
39.3,0.3,8.1
38.1,0.3,6.9
39.9,0.9,8.7
39.6,0.6,6.0
41.1,-0.3,6.9
39.3,-0.3,4.5
39.0,-1.2,5.4
39.9,-1.5,6.9
39.3,-1.5,5.1
37.5,-2.1,4.5
37.5,-3.3,5.1
37.5,-3.3,2.1
38.4,-3.0,3.6
38.4,-4.8,3.0
37.5,-2.7,2.7
38.1,-3.3,1.5
36.3,-5.1,2.1
