x,y,z
33.1,-18.2,27.0
34.5,-21.8,24.8
34.1,-21.4,25.9
34.1,-20.7,24.4
33.8,-23.9,23.3
34.5,-23.9,22.6
34.1,-24.2,18.6
35.5,-24.2,17.9
37.6,-23.5,12.8
39.0,-23.5,11.3
38.7,-23.8,8.0
41.1,-22.8,9.1
39.4,-21.7,8.7
38.7,-23.8,8.0
39.0,-25.6,6.2
40.1,-25.9,4.4
37.3,-28.0,5.1
38.3,-31.2,3.3
35.1,-31.6,0.7
32.3,-32.3,-0.0
30.2,-35.1,-2.2
30.9,-37.2,-4.4
30.6,-36.8,-4.7
28.1,-37.2,-4.4
27.4,-36.5,-2.2
24.6,-37.9,-1.5
28.1,-39.3,-4.4
28.5,-38.2,-4.0
28.5,-36.1,-6.9
30.2,-35.1,-7.3
31.6,-36.5,-8.0
29.2,-34.0,-9.1
28.8,-33.0,-10.2
30.2,-32.2,-10.9
30.6,-34.0,-12.0
32.0,-32.6,-12.0
32.3,-32.2,-13.1
31.6,-32.9,-10.9
33.4,-31.9,-10.6
32.7,-31.2,-12.0
34.8,-30.5,-10.6
34.1,-29.8,-12.8
34.4,-30.1,-12.4
34.4,-30.1,-13.1
35.5,-27.7,-11.3
37.6,-25.6,-12.8
38.3,-26.3,-13.5
38.6,-23.8,-13.9
38.3,-22.7,-15.7
40.0,-19.6,-14.6
38.6,-20.3,-16.8
39.7,-22.0,-16.4
41.1,-17.8,-15.7
39.0,-17.1,-17.2
39.7,-17.1,-17.9
40.0,-16.8,-18.3
39.3,-16.8,-19.0
39.0,-15.7,-20.8
41.1,-15.0,-22.3
39.3,-13.9,-22.6
39.0,-14.3,-21.5
38.6,-15.3,-23.4
39.3,-13.2,-22.6
37.2,-14.6,-22.6
36.5,-17.4,-24.1
37.2,-19.6,-24.8
35.8,-18.2,-25.6
33.7,-21.0,-24.8
32.0,-20.6,-25.2
32.0,-21.3,-25.2
30.6,-21.3,-29.6
30.2,-18.9,-28.5
29.9,-19.2,-31.8
29.2,-17.1,-34.0
27.4,-16.7,-34.3
25.0,-11.5,-36.2
24.6,-7.6,-36.5
22.5,-9.0,-38.7
21.5,-7.2,-42.7
18.3,-5.5,-42.4
18.0,-5.1,-42.0
18.0,-5.8,-41.3
17.6,-4.8,-43.1
15.2,-5.9,-42.7
16.6,-5.8,-44.2
16.9,-4.8,-42.4
13.4,-4.8,-44.6
14.5,-7.3,-42.7
14.8,-6.2,-44.6
14.1,-5.5,-45.3
14.5,-5.8,-46.4
13.1,-5.1,-44.2
15.2,-5.1,-44.2
12.4,-4.4,-42.8
15.5,-6.2,-43.8
15.5,-4.1,-43.1
18.0,-3.0,-42.7
17.6,-2.7,-43.1
18.3,-4.8,-41.7
19.0,-4.1,-42.4
19.0,-4.1,-40.9
18.7,-3.0,-41.3
19.7,-4.1,-40.9
19.0,-4.1,-42.4
19.4,-3.7,-41.3
19.7,-3.4,-41.7
20.8,-2.3,-41.3
20.4,-2.0,-39.5
18.3,-2.7,-42.4
20.1,-1.6,-41.3
19.7,-2.7,-41.7
20.4,-4.8,-41.6
19.7,-4.1,-40.9
19.0,-6.2,-40.9
20.8,-5.1,-39.8
18.7,-5.1,-41.3
17.6,-5.5,-42.4
18.3,-3.4,-43.1
20.1,-0.9,-42.7
19.7,-3.4,-42.4
17.6,-0.6,-40.9
15.5,-4.1,-41.7
15.9,-5.8,-44.2
14.5,-7.3,-44.2
14.5,-5.1,-44.2
15.2,-5.1,-44.9
15.5,-4.8,-43.8
14.1,-5.5,-43.8
13.4,-5.5,-45.3
15.2,-6.5,-45.7
15.5,-4.1,-41.7
13.8,-6.6,-43.5
13.1,-8.0,-44.9
12.0,-9.7,-43.8
10.3,-8.7,-45.7
9.2,-11.1,-43.8
9.6,-10.8,-42.7
8.9,-11.5,-44.2
9.6,-12.9,-43.5
7.5,-13.6,-44.2
7.8,-13.2,-43.8
8.5,-13.9,-42.4
7.1,-11.8,-43.8
9.2,-11.8,-42.4
9.9,-11.8,-46.0
10.3,-12.2,-42.7
12.7,-13.2,-41.6
14.8,-16.1,-39.4
11.3,-16.1,-41.6
13.4,-16.8,-41.6
14.5,-19.2,-38.3
15.2,-19.2,-39.8
13.4,-20.3,-39.4
15.2,-22.0,-39.8
15.5,-21.0,-36.5
18.0,-24.1,-37.6
17.6,-23.1,-35.8
19.7,-24.5,-34.3
18.7,-24.8,-33.2
19.7,-25.9,-32.1
21.8,-25.9,-31.4
20.8,-26.2,-31.8
25.0,-27.0,-28.8
23.6,-27.0,-28.8
24.3,-29.8,-27.4
24.6,-30.1,-24.1
27.1,-29.8,-25.2
28.8,-32.2,-21.9
27.1,-31.9,-19.3
27.4,-30.1,-18.3
29.5,-33.6,-16.8
31.6,-32.2,-16.1
30.2,-32.2,-13.1
31.6,-33.6,-13.1
31.6,-32.9,-9.5
32.7,-35.4,-6.9
30.9,-33.7,-5.1
33.7,-34.4,-2.9
32.7,-34.0,-1.1
32.7,-34.7,2.6
31.3,-34.7,4.0
32.0,-35.4,4.7
32.4,-35.1,7.3
29.6,-35.1,8.8
30.6,-34.7,11.3
29.6,-34.4,11.7
29.9,-36.2,15.7
28.9,-35.1,15.3
27.8,-33.4,19.3
25.4,-35.8,21.1
21.9,-35.1,20.4
20.8,-34.8,23.7
17.7,-35.1,26.2
17.3,-35.5,25.9
14.2,-36.6,26.2
16.6,-39.0,26.6
14.5,-38.3,27.3
15.2,-38.3,23.7
12.1,-38.0,24.0
11.7,-37.6,23.7
10.3,-41.1,24.4
10.0,-39.4,24.8
10.3,-41.1,23.7
9.6,-39.0,23.7
8.6,-40.8,23.3
10.7,-40.1,21.9
9.3,-42.2,19.7
9.3,-43.6,20.4
10.0,-42.2,20.4
11.4,-43.6,17.5
11.7,-43.9,16.4
12.4,-43.2,15.7
12.1,-42.9,14.6
13.8,-43.2,13.5
13.5,-43.6,13.1
13.8,-43.9,13.5
13.8,-42.5,11.3
17.6,-44.3,10.9
16.9,-42.1,8.7
19.1,-41.4,9.5
20.4,-41.4,8.7
22.2,-40.4,6.9
22.2,-39.7,4.0
23.6,-39.7,4.0
23.9,-38.6,3.6
29.9,-36.8,0.4
28.5,-37.5,-1.8
28.5,-36.1,-1.1
30.6,-33.3,-3.3
29.9,-35.4,-6.9
32.7,-34.7,-5.5
32.0,-31.9,-6.9
31.3,-31.9,-5.5
33.4,-34.0,-8.4
33.4,-32.6,-5.5
34.1,-31.9,-7.7
34.4,-30.1,-7.3
35.5,-30.5,-4.7
34.4,-30.8,-6.6
34.4,-31.5,-6.6
35.1,-28.7,-7.3
36.9,-28.4,-4.7
36.5,-29.4,-2.2
39.0,-27.7,-4.0
37.2,-26.6,-2.9
40.4,-26.3,-1.8
40.8,-25.2,-1.5
39.4,-24.5,0.7
39.7,-23.5,1.1
41.5,-21.7,0.7
41.1,-23.5,6.2
40.8,-22.4,6.6
41.1,-22.8,7.7
38.7,-22.4,10.9
39.4,-20.3,15.3
37.6,-24.9,15.7
36.6,-23.8,19.0
37.3,-23.1,19.7
33.4,-24.2,22.2
31.7,-23.9,24.1
31.7,-23.2,27.0
29.3,-22.1,28.8
28.2,-23.2,31.3
28.2,-23.9,32.1
22.6,-22.5,33.5
24.4,-24.2,34.6
23.3,-23.9,34.3
21.9,-23.2,34.3
18.8,-25.7,36.1
18.4,-26.0,33.5
18.1,-28.5,36.1
16.0,-27.1,33.9
12.5,-27.8,33.9
13.2,-29.2,36.1
11.1,-31.3,33.2
10.0,-31.6,31.3
8.9,-34.1,31.0
8.6,-34.5,30.6
8.6,-35.2,29.1
8.9,-36.9,29.5
10.0,-34.4,27.0
9.6,-38.3,26.6
10.0,-38.0,24.8
10.0,-38.0,25.5
11.0,-39.7,24.4
9.3,-40.1,22.6
12.1,-38.7,21.9
14.9,-40.1,22.6
14.9,-42.2,19.0
14.9,-40.8,19.7
16.6,-41.1,16.4
19.1,-39.3,16.0
18.4,-40.7,16.0
22.6,-40.0,14.6
24.7,-39.3,13.1
25.0,-38.3,13.5
24.7,-37.2,14.6
28.2,-37.2,14.6
29.2,-36.2,14.2
29.9,-36.2,12.8
28.9,-33.7,13.9
31.0,-34.4,12.4
32.7,-33.3,12.8
32.0,-31.2,12.8
34.1,-29.8,13.5
35.5,-27.0,12.0
36.2,-29.1,12.0
38.0,-26.6,9.5
39.0,-27.0,10.6
38.7,-24.5,8.0
39.0,-23.5,7.7
40.8,-22.4,5.8
40.1,-22.4,5.8
41.5,-23.8,6.6
42.9,-21.7,8.0
39.4,-22.4,8.0
40.8,-22.4,8.0
41.8,-22.1,9.1
39.4,-22.4,8.7
40.4,-20.7,9.1
41.8,-20.0,9.1
41.1,-22.1,10.6
40.1,-20.3,9.5
40.4,-19.3,9.8
42.5,-17.9,11.3
41.1,-20.0,12.0
41.8,-18.6,12.8
41.8,-18.6,12.0
39.7,-19.3,14.2
39.7,-19.3,15.7
40.4,-21.4,18.6
38.3,-18.6,17.9
38.7,-20.3,20.4
37.3,-18.9,23.3
36.6,-21.8,24.8
34.5,-21.1,24.8
33.5,-20.0,27.3
32.4,-18.2,29.2
32.1,-20.0,31.0
28.2,-17.6,30.6
26.5,-19.3,34.6
26.1,-19.0,33.5
22.3,-20.7,36.1
21.9,-23.2,37.2
21.6,-22.1,35.3
21.9,-21.1,36.4
19.8,-23.2,36.4
18.1,-22.9,36.8
18.4,-24.6,35.0
19.1,-26.0,36.4
18.8,-27.8,34.6
16.7,-28.5,33.9
18.8,-29.9,33.2
17.0,-31.6,29.9
16.6,-33.4,31.7
16.6,-32.7,29.5
16.3,-33.7,28.4
15.2,-35.5,26.6
16.6,-36.9,25.9
15.9,-36.9,23.0
17.0,-39.4,22.6
19.8,-40.8,20.4
20.1,-39.7,19.3
22.2,-39.7,17.9
20.8,-39.0,15.7
23.3,-39.3,16.8
24.7,-39.3,15.3
24.0,-38.6,13.9
26.4,-39.0,13.5
27.8,-36.2,10.6
29.9,-35.4,10.6
31.7,-34.4,8.8
32.4,-34.4,10.2
33.1,-31.6,7.3
33.8,-30.2,6.6
35.5,-29.8,9.8
37.6,-28.4,6.9
39.0,-27.7,7.7
38.0,-23.8,8.7
40.1,-25.9,9.5
40.8,-24.5,8.0
39.0,-20.7,7.6
40.8,-21.0,8.7
41.5,-20.3,7.3
41.5,-21.0,6.6
41.8,-19.3,6.9
40.4,-20.7,7.6
40.4,-21.4,4.7
40.8,-23.1,5.8
40.1,-21.0,4.4
40.1,-23.1,3.6
40.8,-21.0,5.1
40.4,-22.8,4.7
41.5,-23.1,5.8
40.4,-22.8,5.5
41.8,-22.1,6.2
40.4,-21.4,6.9
39.7,-20.7,4.7
42.2,-21.0,6.6
43.6,-22.4,3.6
42.5,-20.7,4.7
43.9,-22.8,6.2
41.8,-20.0,5.5
42.5,-19.3,6.9
42.5,-21.4,8.4
42.9,-21.0,8.7
41.8,-22.1,9.1
42.2,-23.1,10.9
41.5,-20.3,10.9
39.7,-18.6,10.6
40.8,-18.9,15.3
41.1,-19.3,13.5
40.1,-21.7,15.3
40.1,-20.3,13.8
38.7,-23.1,13.1
37.3,-23.1,16.0
37.6,-22.8,14.2
36.9,-24.9,15.7
38.7,-25.9,14.6
39.0,-26.3,15.7
36.2,-27.0,14.9
35.2,-26.0,13.1
35.9,-25.9,11.7
35.5,-27.7,15.7
36.9,-27.0,12.8
35.5,-29.8,11.3
34.8,-29.1,12.0
33.4,-29.8,9.8
36.6,-30.2,8.8
35.9,-29.5,5.8
35.5,-28.4,1.8
36.6,-30.1,2.2
36.9,-27.7,2.5
37.2,-27.3,-3.7
38.6,-27.3,-3.6
36.9,-28.4,-6.9
38.3,-24.9,-6.2
39.7,-24.9,-9.9
39.3,-25.2,-8.8
38.3,-22.7,-12.8
39.0,-22.0,-16.4
36.9,-21.3,-16.4
35.8,-19.6,-19.7
35.8,-18.2,-18.3
36.9,-19.9,-20.8
34.8,-17.8,-21.5
34.4,-20.3,-24.8
32.3,-18.9,-25.6
32.0,-19.2,-28.1
32.7,-19.9,-28.8
30.2,-21.7,-29.9
27.8,-20.6,-28.8
28.1,-22.4,-28.5
26.4,-23.4,-30.3
26.4,-23.4,-31.0
26.0,-23.8,-30.7
23.9,-23.8,-32.1
25.3,-23.8,-29.9
27.1,-23.4,-31.0
26.0,-25.2,-27.7
25.3,-25.2,-27.7
25.3,-26.6,-29.2
25.7,-25.5,-29.6
25.7,-27.7,-27.4
26.0,-26.6,-28.5
25.7,-27.7,-28.8
28.1,-25.9,-27.0
28.1,-28.0,-27.0
26.7,-26.6,-25.6
27.4,-27.3,-24.1
28.5,-29.1,-27.4
27.1,-28.4,-25.9
28.5,-27.7,-24.5
30.2,-30.1,-22.6
29.2,-28.4,-23.7
30.6,-29.1,-22.3
28.8,-30.1,-19.7
29.2,-29.8,-21.5
32.0,-30.5,-19.3
31.3,-30.5,-20.1
30.9,-30.8,-19.7
32.0,-29.1,-17.9
30.6,-27.7,-17.9
29.2,-27.0,-19.3
32.7,-30.5,-21.5
33.0,-28.0,-20.4
32.3,-26.6,-21.2
32.0,-27.0,-21.5
30.6,-26.2,-22.3
32.7,-24.8,-20.8
32.7,-23.4,-23.0
34.4,-24.5,-21.9
30.6,-22.7,-23.7
31.3,-22.7,-23.7
32.7,-22.7,-24.5
30.6,-22.7,-24.5
32.3,-23.8,-25.5
32.0,-22.0,-26.6
31.6,-20.3,-27.7
32.0,-20.6,-29.6
30.9,-18.9,-31.4
28.8,-19.6,-30.7
28.1,-16.7,-32.9
27.4,-14.6,-33.6
26.4,-15.0,-34.7
27.1,-15.0,-36.9
23.2,-12.5,-38.0
23.2,-11.1,-38.0
21.5,-10.1,-38.4
20.4,-6.9,-41.6
20.4,-9.0,-41.6
18.0,-8.0,-41.3
14.8,-8.3,-43.8
14.5,-7.3,-43.5
14.1,-6.9,-44.6
12.0,-8.3,-45.3
11.0,-8.0,-44.9
10.3,-8.0,-44.9
9.6,-8.0,-44.9
8.9,-8.7,-44.2
6.8,-10.8,-44.9
6.4,-13.2,-44.6
6.1,-12.2,-44.2
4.3,-13.9,-45.3
4.0,-15.0,-44.9
4.0,-17.1,-42.7
4.7,-17.1,-43.5
6.4,-20.3,-42.4
5.7,-18.9,-43.8
6.1,-22.0,-39.8
8.2,-22.0,-41.3
8.9,-21.3,-39.8
11.7,-21.3,-41.3
12.4,-23.4,-39.1
14.1,-21.0,-39.4
13.4,-22.4,-38.7
18.3,-23.1,-36.5
16.6,-24.8,-36.9
18.7,-24.8,-36.9
20.4,-23.8,-35.8
20.4,-21.7,-34.3
22.9,-21.3,-33.2
24.6,-20.3,-35.0
25.0,-20.6,-33.2
27.1,-20.6,-34.0
27.1,-19.2,-33.2
29.2,-16.4,-32.5
29.2,-16.4,-31.8
29.2,-15.0,-33.2
29.9,-14.3,-32.5
31.3,-15.0,-32.5
32.0,-12.9,-34.0
29.9,-10.8,-34.7
31.6,-11.1,-35.1
33.4,-7.9,-34.0
32.3,-5.5,-33.6
29.9,-5.8,-36.9
30.2,-2.0,-35.1
28.5,-1.6,-36.2
28.8,-1.3,-36.5
29.5,-1.3,-37.3
26.7,2.9,-37.3
25.3,2.2,-40.2
25.0,5.4,-39.1
20.4,3.6,-40.2
20.1,5.4,-40.6
19.8,6.5,-40.9
15.2,7.5,-42.0
14.5,8.2,-44.2
11.0,7.5,-45.7
8.9,7.5,-46.4
5.7,5.7,-46.8
2.6,6.8,-47.9
1.2,4.7,-45.0
-1.6,4.7,-45.0
-1.6,5.4,-45.0
-6.2,2.2,-44.6
-6.9,1.5,-46.8
-9.0,0.8,-46.1
-10.7,1.8,-45.7
-11.8,-1.3,-43.9
-12.5,-1.3,-45.3
-16.0,-5.5,-44.6
-16.3,-5.2,-43.5
-15.3,-6.2,-42.4
-16.0,-7.7,-43.9
-15.3,-10.5,-41.7
-14.6,-11.9,-42.4
-16.7,-11.2,-41.7
-17.0,-14.3,-42.1
-17.7,-15.7,-42.8
-14.9,-14.3,-41.3
-13.9,-16.8,-40.9
-13.2,-18.2,-43.1
-12.8,-17.8,-40.6
-12.8,-17.8,-41.3
-10.4,-18.9,-41.7
-9.0,-18.2,-43.9
-8.6,-17.1,-44.2
-5.8,-16.4,-43.5
-5.8,-14.3,-44.2
-3.7,-15.7,-43.5
-2.7,-14.0,-43.9
-2.3,-13.6,-45.7
-3.0,-12.9,-45.0
-1.6,-12.9,-45.7
0.8,-14.0,-46.8
-2.0,-9.7,-46.0
-0.9,-9.4,-47.9
-0.6,-8.3,-47.5
1.2,-6.6,-47.9
-0.2,-7.3,-45.7
-0.6,-6.2,-46.8
0.8,-4.8,-46.8
-2.3,-5.2,-47.9
-0.9,-3.1,-45.7
-3.4,-2.0,-46.8
-4.1,-2.0,-45.3
-4.1,-2.0,-46.8
-5.1,-2.4,-45.0
-7.2,-0.3,-47.2
-6.2,0.1,-46.1
-7.6,-1.3,-47.5
-9.7,0.8,-44.6
-11.8,-0.6,-46.1
-10.7,0.4,-45.0
-13.2,-1.3,-44.6
-14.6,-1.3,-44.6
-18.0,1.5,-44.6
-18.7,-1.3,-42.4
-20.1,0.1,-42.4
-22.6,-1.0,-41.4
-22.2,-3.4,-41.0
-25.7,-2.8,-38.8
-28.9,-2.4,-37.7
-29.6,-5.2,-36.3
-31.0,-4.5,-33.3
-33.8,-5.2,-31.9
-33.8,-6.6,-30.4
-35.9,-7.4,-28.2
-37.6,-9.1,-28.6
-36.9,-9.1,-27.1
-38.0,-10.2,-24.6
-38.3,-9.1,-24.2
-39.7,-7.7,-25.0
-40.1,-7.4,-22.4
-41.8,-7.0,-22.8
-41.8,-4.9,-20.6
-42.5,-2.8,-20.6
-41.8,-2.1,-18.4
-42.2,-1.1,-18.0
-42.5,-1.4,-18.4
-42.5,-1.4,-19.1
-41.8,-2.1,-17.7
-45.0,-3.9,-16.6
-42.9,-2.5,-15.1
-44.6,-2.8,-14.8
-46.4,-6.0,-12.9
-44.6,-5.6,-10.4
-44.3,-6.0,-11.5
-45.3,-4.2,-12.6
-45.7,-5.3,-13.7
-45.3,-3.5,-14.0
-43.9,-2.8,-12.6
-44.3,-4.6,-15.8
-44.9,-0.4,-13.7
-44.9,-1.8,-12.9
-45.3,-2.1,-14.8
-43.9,0.7,-14.0
-44.9,1.7,-11.5
-44.9,2.4,-13.7
-45.6,2.4,-11.5
-46.0,3.5,-13.3
-44.9,5.3,-11.5
-44.6,4.2,-13.3
-44.2,6.7,-10.8
-44.9,5.3,-12.2
-45.6,3.1,-12.2
-44.9,5.3,-13.7
-46.3,3.1,-12.2
-46.3,0.3,-13.7
-43.9,1.4,-14.0
-46.3,3.1,-14.4
-44.2,4.6,-12.2
-44.2,3.2,-14.4
-46.3,0.3,-12.2
-44.6,-0.0,-10.4
-46.3,-1.8,-10.8
-46.3,-3.2,-9.3
-45.3,-1.4,-8.9
-46.7,-0.7,-8.9
-45.6,-0.4,-6.4
-45.3,-1.4,-8.2
-46.0,-2.8,-7.5
-44.9,-0.4,-3.5
-46.0,-1.4,-3.1
-45.6,-0.4,-2.7
-46.0,-0.7,-0.2
-45.6,-1.8,-2.0
-47.7,-0.4,-0.5
-46.3,-1.8,0.2
-47.0,1.0,-1.3
-47.0,1.7,3.1
-46.7,2.8,2.0
-47.7,3.8,3.1
-46.7,2.8,5.7
-46.3,5.2,5.3
-45.6,5.2,8.9
-45.6,5.9,8.2
-43.9,6.3,11.5
-45.3,6.3,10.0
-43.8,10.5,11.5
-43.5,8.0,13.3
-43.8,8.4,13.7
-43.1,12.6,12.9
-43.8,11.9,12.9
-42.8,12.2,13.3
-43.8,14.7,12.9
-42.1,15.8,12.6
-40.3,16.1,12.9
-43.1,17.5,13.7
-41.7,18.2,13.7
-41.7,19.6,11.5
-42.4,18.2,13.7
-42.1,17.9,13.3
-42.1,17.2,15.5
-38.9,16.1,14.4
-41.4,15.1,12.6
-40.0,13.0,15.5
-41.7,12.6,14.4
-42.4,12.6,17.3
-39.6,11.2,18.1
-39.6,11.2,18.1
-39.3,8.7,19.9
-39.6,9.8,21.7
-40.0,6.6,22.8
-38.6,5.9,25.0
-37.9,8.7,23.5
-38.9,7.0,23.9
-38.2,8.4,26.8
-37.2,8.0,25.7
-38.6,8.0,27.9
-35.8,8.7,25.0
-36.1,5.6,26.8
-37.2,7.3,27.2
-35.4,7.0,26.8
-35.4,8.4,28.3
-36.1,9.8,27.5
-35.8,9.4,27.2
-36.1,9.8,29.0
-35.1,8.0,27.9
-34.7,10.5,29.0
-34.4,10.1,30.1
-35.1,9.4,29.4
-35.4,9.1,29.0
-36.1,9.1,29.7
-36.1,9.8,28.3
-35.4,9.1,29.7
-33.3,9.8,29.0
-34.0,9.1,31.9
-31.6,8.0,32.3
-33.0,8.7,30.1
-33.0,6.6,31.6
-33.0,7.3,35.9
-30.5,7.0,34.1
-31.9,4.8,33.4
-29.8,5.6,34.9
-28.1,5.9,37.4
-27.4,6.6,35.2
-26.7,5.9,38.9
-24.9,6.3,39.2
-22.8,4.8,40.7
-22.5,5.9,40.3
-21.4,6.3,39.2
-20.7,7.7,39.2
-19.0,8.7,41.8
-18.3,8.0,41.8
-18.6,14.0,40.7
-15.1,16.8,40.0
-16.9,18.6,41.0
-16.5,16.8,38.5
-16.9,18.6,38.1
-17.2,18.9,38.5
-17.2,16.1,38.5
-15.1,18.9,39.2
-16.9,18.6,37.4
-14.8,20.0,38.1
-14.8,20.0,37.4
-15.1,21.7,38.5
-16.2,22.1,37.4
-16.5,23.1,37.8
-16.9,20.7,37.4
-15.5,22.1,36.7
-19.3,21.7,36.3
-18.6,23.1,35.6
-18.3,22.1,33.7
-20.3,24.2,35.9
-22.5,23.5,31.5
-23.2,24.9,31.5
-23.2,26.3,30.1
-22.5,29.1,27.2
-23.5,32.3,24.6
-21.8,33.4,22.1
-22.8,33.7,21.7
-19.3,36.5,21.0
-21.4,36.5,19.5
-19.7,36.9,17.7
-23.5,36.5,16.6
-23.5,35.1,16.6
-22.8,35.8,15.1
-24.2,36.5,12.9
-23.2,37.6,15.5
-24.9,38.6,12.9
-24.6,37.6,11.8
-22.5,36.2,13.3
-23.5,35.8,13.7
-24.2,36.5,12.2
-25.3,36.9,14.0
-22.5,36.9,12.6
-21.4,35.8,12.2
-22.5,36.9,11.8
-24.6,35.5,14.0
-21.8,36.9,14.0
-23.9,36.9,12.6
-23.9,33.4,14.8
-26.0,36.2,14.7
-23.9,33.4,16.2
-25.3,34.8,16.9
-25.3,34.1,18.4
-24.2,31.6,18.8
-24.2,32.3,21.7
-28.1,28.4,24.2
-26.3,28.1,25.3
-24.9,26.7,25.3
-25.3,27.0,28.6
-26.7,26.3,28.6
-27.0,27.4,28.3
-26.3,23.1,29.0
-25.6,24.5,31.2
-26.0,20.7,30.8
-25.6,21.0,32.6
-23.9,17.9,32.3
-24.9,17.5,34.1
-27.0,18.2,33.4
-28.8,16.5,33.7
-25.6,16.1,34.1
-25.6,14.0,34.1
-27.4,15.0,35.2
-29.5,13.6,35.2
-29.5,15.0,33.7
-28.4,11.9,34.1
-27.4,12.2,35.9
-29.8,11.2,33.4
-29.1,11.2,34.1
-30.2,11.5,33.0
-30.9,10.1,33.0
-31.6,10.8,32.3
-30.9,10.8,31.6
-33.0,10.1,30.8
-34.4,12.2,30.1
-34.0,11.2,29.7
-34.4,11.5,29.4
-35.8,12.2,28.6
-33.0,12.2,25.7
-33.7,12.9,27.2
-37.5,13.3,24.6
-35.1,11.5,25.0
-37.2,12.9,23.5
-37.2,13.6,25.0
-38.6,12.9,25.0
-38.2,14.0,21.7
-38.2,14.7,23.2
-38.2,14.0,22.4
-38.2,14.7,21.7
-39.6,16.1,21.7
-37.5,14.7,18.0
-38.6,15.8,23.5
-37.5,14.7,19.5
-39.3,15.8,20.6
-37.5,15.4,21.0
-37.5,15.4,21.0
-37.9,14.4,19.9
-38.9,15.4,21.0
-38.2,15.4,21.0
-36.5,15.1,19.1
-36.8,15.4,21.7
-37.9,15.8,22.1
-38.6,13.6,22.8
-37.9,12.2,24.3
-37.9,14.3,24.2
-36.5,13.6,26.4
-36.8,14.0,25.3
-35.8,10.8,25.7
-35.1,11.5,29.4
-35.4,9.8,30.5
-34.7,9.8,29.0
-33.3,7.7,31.2
-33.3,7.7,32.7
-32.3,4.5,33.0
-31.2,4.8,34.1
-29.8,3.4,34.9
-30.9,2.4,33.8
-29.1,2.7,35.6
-31.6,2.4,35.2
-29.8,0.6,33.4
-30.5,1.3,36.3
-30.2,-0.4,33.8
-28.8,0.3,36.7
-30.5,-2.2,36.3
-32.3,-1.8,35.2
-30.9,-1.8,34.5
-30.9,-3.2,36.7
-31.2,-2.2,33.4
-33.7,-1.8,33.8
-32.3,-3.9,34.5
-33.3,-0.8,33.4
-32.6,-4.3,31.9
-33.0,-2.5,33.0
-34.7,-4.3,32.7
-33.7,-5.3,30.1
-36.1,-1.5,29.7
-37.5,-5.0,29.0
-37.2,-3.2,30.1
-36.8,-2.2,28.3
-37.9,-2.5,26.5
-37.2,-1.8,26.5
-37.5,0.6,26.1
-42.1,-1.1,26.5
-37.9,-1.1,25.0
-36.5,0.3,26.5
-38.6,0.3,26.5
-37.5,-0.8,25.4
-39.6,-1.5,23.9
-40.0,1.7,23.5
-40.7,1.7,26.5
-40.0,1.0,27.2
-37.2,1.0,27.2
-38.9,2.7,26.1
-38.2,-0.1,26.1
-36.8,-0.8,28.3
-39.3,-0.4,28.6
-36.1,-0.1,29.7
-35.1,-1.1,31.6
-36.5,-2.5,31.6
-35.1,-2.5,32.3
-35.4,-2.2,30.5
-32.3,-2.5,33.8
-34.0,-0.1,33.4
-32.3,-3.2,33.8
-30.2,-4.6,35.2
-30.9,-1.1,36.7
-29.8,-4.3,38.5
-27.4,-4.6,37.4
-26.7,-3.2,37.4
-26.3,-5.0,37.8
-24.9,-5.0,40.0
-24.2,-3.6,41.4
-25.3,-3.2,41.8
-23.5,-3.6,40.7
-24.2,-2.9,41.4
-22.1,-4.3,42.9
-21.4,-5.0,42.9
-21.8,-3.9,41.1
-21.4,-4.3,43.6
-19.7,-4.6,41.8
-20.7,-5.0,43.6
-20.7,-6.4,43.6
-20.4,-5.3,42.5
-19.0,-3.9,42.5
-20.7,-4.3,42.9
-21.8,-3.2,41.8
-21.8,-5.3,41.1
-20.4,-4.6,44.0
-20.4,-5.3,43.3
-20.0,-4.3,42.2
-21.1,-4.6,44.0
-21.8,-4.6,41.8
-22.1,-4.3,41.4
-21.4,-2.9,40.0
-23.5,-2.9,40.7
-22.1,-2.2,40.7
-25.3,0.3,38.9
-23.9,-1.1,40.3
-27.0,1.3,37.1
-25.6,0.6,37.1
-27.0,2.7,38.5
-27.0,2.7,37.8
-25.3,4.5,39.6
-26.3,4.8,38.5
-27.7,4.8,40.0
-26.7,5.9,38.1
-26.3,7.0,38.5
-24.2,6.3,38.5
-24.9,6.3,40.0
-24.9,7.0,38.5
-25.3,5.2,39.6
-23.5,8.4,40.7
-23.2,5.2,41.1
-22.1,6.3,41.4
-22.8,4.1,42.2
-20.0,3.4,41.4
-19.3,3.4,42.9
-17.9,2.7,42.9
-17.2,2.7,43.6
-14.8,3.1,44.7
-14.1,1.0,46.2
-12.7,1.7,45.5
-12.7,1.7,45.5
-9.2,-1.1,46.9
-8.5,0.3,46.2
-8.5,-1.8,47.7
-7.8,-3.2,47.7
-6.0,-1.5,45.8
-6.0,-2.9,47.3
-4.3,-2.5,48.4
-3.2,-5.0,48.8
-2.5,-5.7,48.0
-1.8,-5.0,45.9
-2.2,-4.6,47.7
-1.1,-7.8,47.3
-1.1,-4.3,48.0
-0.4,-5.7,49.5
1.3,-7.4,48.4
-0.4,-7.1,48.0
-1.1,-5.0,45.9
0.3,-5.7,46.6
-0.1,-6.0,46.2
-1.5,-6.7,47.0
-0.4,-5.7,45.9
