I, --> Sentencia amb algunes dades no vàlides
Estructura --> $MTKG, Latitud, Longitud, Altitud, Vel. Hor. en KM/H, Hora UTC, Satel.lits, Dades GPS valides (V/I), Pressio en Pa, Temp.ext en ºC, Temp.int en ºC, Fotos fetes*Checksum 

-- Meteotek --
 Inicialitzant tasques....
 Inicialitzacio finalitzada. Indicador d'estat: 000F
 Envieu la comanda de bloqueig per parar l'execucio
$MTKG,41 37.76345 N,000 16.95927 W,10257,051.5,083720,11,V,25658,-51.5000,-2.6875,82*5A
$MTKG,41 37.91832 N,000 17.10708 W,10341,066.2,083740,11,V,25312,-50.3125,-2.5625,83*57
$MTKG,41 37.98281 N,000 17.17732 W,10395,045.9,083750,11,V,25105,-52.5000,-2.3750,84*54
$MTKG,41 38.06803 N,000 17.29300 W,10457,054.3,083805,11,V,24860,-52.3125,-2.2500,84*55
$MTKG,41 38.21803 N,000 17.41631 W,10542,057.4,083825,11,V,24525,-52.3125,-2.0625,85*51
$MTKG,41 38.30427 N,000 17.47134 W,10597,064.3,083835,11,V,24315,-52.0625,-3.8750,85*5A
$MTKG,41 38.40212 N,000 17.54068 W,10650,087.4,083845,11,V,24091,-52.1250,-3.8125,85*5E
$MTKG,41 38.48507 N,000 17.64529 W,10698,080.4,083855,11,V,23908,-52.1875,-3.6875,86*56
$MTKG,41 38.57150 N,000 17.75633 W,10743,082.5,083905,11,V,23745,-51.3125,-3.6250,86*51
$MTKG,41 38.65784 N,000 17.86590 W,10784,065.3,083915,11,V,23592,-51.0625,-3.5000,86*54
$MTKG,41 38.74016 N,000 17.93476 W,10843,053.4,083925,11,V,23382,-51.1875,-3.3125,87*5C
$MTKG,41 38.83729 N,000 18.03084 W,10905,066.8,083940,11,V,23143,-52.2500,-3.1875,87*54
$MTKG,41 38.89481 N,000 18.10688 W,10950,050.3,083950,11,V,22977,-52.8125,-3.1250,87*52
$MTKG,41 38.93547 N,000 18.16082 W,10990,041.6,084000,11,V,22829,-52.9375,-4.9375,88*50
$MTKG,41 38.99456 N,000 18.22115 W,11026,042.5,084010,11,V,22700,-51.0625,-4.8125,88*5F
$MTKG,41 39.04127 N,000 18.27274 W,11072,051.3,084020,11,V,22536,-53.1875,-4.6875,88*53
$MTKG,41 39.08772 N,000 18.31114 W,11115,029.2,084030,11,V,22390,-53.3750,-4.5625,89*5D
$MTKG,41 39.14539 N,000 18.34629 W,11166,045.2,084040,11,V,22203,-53.5000,-4.4375,89*56
$MTKG,41 39.21343 N,000 18.38275 W,11217,040.3,084050,11,V,22026,-54.4375,-4.4375,89*58
$MTKG,41 39.27966 N,000 18.40227 W,11270,051.0,084100,11,V,21853,-54.3750,-4.2500,90*5A
$MTKG,41 39.44714 N,000 18.47790 W,11378,033.1,084125,11,V,21466,-52.3750,-5.9375,90*53
$MTKG,41 39.51159 N,000 18.51631 W,11428,041.9,084135,11,V,21298,-52.2500,-5.8750,91*59
$MTKG,41 39.57531 N,000 18.54591 W,11474,049.6,084145,11,V,21161,-53.5000,-5.7500,91*5E
$MTKG,41 39.63322 N,000 18.58010 W,11509,049.1,084155,11,V,21036,-53.7500,-5.6250,92*54
$MTKG,41 39.70183 N,000 18.62981 W,11545,052.9,084205,11,V,20915,-52.4375,-5.5625,92*51
$MTKG,41 39.78223 N,000 18.66029 W,11580,052.3,084215,11,V,20806,-52.8750,-5.4375,92*50
$MTKG,41 39.85268 N,000 18.70084 W,11619,053.4,084225,11,V,20676,-51.0625,-5.3750,93*5F
$MTKG,41 39.94215 N,000 18.73462 W,11656,063.7,084235,11,V,20542,-50.2500,-5.2500,93*55
I,$MTKG,41 40.02060 N,000 18.00005 W,11695,065.8,084245,11,V,20428,-50.6250,-5.1250,93*5F
$MTKG,41 40.15531 N,000 18.81324 W,11747,053.7,084300,11,V,20260,-50.4375,-6.9375,94*50
$MTKG,41 40.24366 N,000 18.83444 W,11788,058.6,084310,11,V,20126,-50.1250,-6.8750,94*5D
$MTKG,41 40.32318 N,000 18.82871 W,11835,042.2,084320,11,V,19984,-50.0625,-6.7500,94*58
$MTKG,41 40.37678 N,000 18.82565 W,11883,037.1,084330,11,V,19840,-50.1250,-6.5625,95*52
$MTKG,41 40.44896 N,000 18.83146 W,11921,045.0,084340,11,V,19724,-52.8750,-6.5000,95*54
$MTKG,41 40.51270 N,000 18.82500 W,11960,050.9,084350,11,V,19591,-50.2500,-6.4375,95*5F
$MTKG,41 40.57407 N,000 18.81729 W,12006,041.9,084400,11,V,19447,-49.0000,-6.2500,96*59
$MTKG,41 40.67843 N,000 18.78675 W,12098,023.0,084420,11,V,19177,-50.7500,-6.0625,96*5A
$MTKG,41 40.71298 N,000 18.75447 W,12145,039.0,084430,11,V,19039,-52.1250,-6.0000,97*59
$MTKG,41 40.77748 N,000 18.72063 W,12213,035.1,084445,11,V,18839,-52.8750,-7.8125,97*57
$MTKG,41 40.81758 N,000 18.70055 W,12251,015.2,084455,11,V,18687,-52.2500,-7.6875,97*5A
$MTKG,41 40.85591 N,000 18.66553 W,12290,040.3,084505,11,V,18604,-52.8125,-7.5625,98*50
$MTKG,41 40.90338 N,000 18.64141 W,12327,034.3,084515,11,V,18501,-51.4375,-7.5000,98*54
$MTKG,41 40.94672 N,000 18.60654 W,12365,030.6,084525,11,V,18385,-50.3125,-7.3750,98*57
I,$MTKG,41 40.9001 N,000 18.57718 W,12402,037.8,084535,11,V,18282,-50.1875,-7.3125,99*00
$MTKG,41 41.03197 N,000 18.54257 W,12443,042.1,084545,11,V,18162,-49.3125,-7.2500,99*57
$MTKG,41 41.06463 N,000 18.49638 W,12487,022.6,084555,11,V,18044,-50.8750,-7.1250,99*56
$MTKG,41 41.10405 N,000 18.44426 W,12526,034.9,084605,11,V,17930,-50.7500,-7.0000,100*6F
$MTKG,41 41.13343 N,000 18.40996 W,12563,026.3,084615,10,V,17817,-48.5625,-8.9375,100*6F
$MTKG,41 41.17733 N,000 18.35012 W,12620,028.5,084630,10,V,17667,-47.3750,-8.7500,101*6C
$MTKG,41 41.21249 N,000 18.30964 W,12658,032.7,084640,10,V,17564,-48.3750,-8.6875,101*6C
$MTKG,41 41.24422 N,000 18.26342 W,12695,025.2,084650,10,V,17467,-48.6875,-8.5625,101*6F
$MTKG,41 41.28445 N,000 18.22758 W,12734,024.6,084700,10,V,17349,-47.1250,-8.5000,102*6E
$MTKG,41 41.32885 N,000 18.19482 W,12766,036.3,084710,10,V,17276,-47.3750,-8.3750,102*67
$MTKG,41 41.36264 N,000 18.15483 W,12802,037.0,084720,10,V,17170,-46.0625,-8.3125,102*67
$MTKG,41 41.39673 N,000 18.10051 W,12837,033.5,084730,10,V,17085,-46.1250,-8.1875,103*61
$MTKG,41 41.43016 N,000 18.06776 W,12871,023.0,084740,10,V,16996,-47.4375,-8.1250,103*68
$MTKG,41 41.45607 N,000 18.01575 W,12908,033.2,084750,10,V,16895,-48.6250,-8.0625,103*6D
$MTKG,41 41.50298 N,000 17.92120 W,12971,033.6,084805,10,V,16727,-47.8125,-9.9375,104*66
$MTKG,41 41.52719 N,000 17.87538 W,13008,027.6,084815,10,V,16629,-48.6875,-9.8125,104*67
$MTKG,41 41.55830 N,000 17.81771 W,13042,029.6,084825,9,V,16545,-47.0625,-9.7500,104*51
$MTKG,41 41.58918 N,000 17.76680 W,13081,034.0,084835,9,V,16438,-47.2500,-9.6875,105*56
$MTKG,41 41.60812 N,000 17.71516 W,13116,025.7,084845,9,V,16353,-47.2500,-9.6250,105*55
I,$MTKG,41 41.63842 N,000 17.67116 W,13153,032.4,084855,9,V,16268,-46.0000,-9.1000,105*00
$MTKG,41 41.67322 N,000 17.63620 W,13188,035.2,084905,9,V,16176,-47.8125,-9.4375,106*52
$MTKG,41 41.70523 N,000 17.59951 W,13223,023.1,084915,9,V,16089,-47.8750,-9.3750,106*55
$MTKG,41 41.72653 N,000 17.56612 W,13260,030.7,084925,9,V,15998,-45.1875,-9.3125,106*59
$MTKG,41 41.76557 N,000 17.50152 W,13317,036.1,084940,9,V,15851,-47.1875,-9.1250,107*59
$MTKG,41 41.81614 N,000 17.43315 W,13388,033.2,085000,9,V,15688,-48.5625,-9.0000,107*56
$MTKG,41 41.84071 N,000 17.38945 W,13423,024.0,085010,9,V,15593,-47.8125,-10.9375,108*65
$MTKG,41 41.87148 N,000 17.35390 W,13459,029.5,085020,10,V,15522,-46.9375,-10.8125,108*57
$MTKG,41 41.94445 N,000 17.28069 W,13531,034.9,085040,10,V,15338,-46.0625,-10.6875,109*5A
$MTKG,41 41.98028 N,000 17.23493 W,13569,040.2,085050,10,V,15236,-47.4375,-10.6250,109*50
$MTKG,41 42.03347 N,000 17.14725 W,13633,044.2,085105,10,V,15098,-48.4375,-10.5625,110*5C
$MTKG,41 42.05209 N,000 17.07467 W,13670,035.3,085115,10,V,14998,-48.0625,-10.4375,110*5A
$MTKG,41 42.07844 N,000 16.99658 W,13705,037.5,085125,10,V,14919,-48.9375,-10.3750,110*53
$MTKG,41 42.10337 N,000 16.92587 W,13742,036.4,085135,10,V,14843,-48.3125,-10.3750,111*50
$MTKG,41 42.12246 N,000 16.85105 W,13776,045.7,085145,10,V,14769,-49.3125,-10.3125,111*58
$MTKG,41 42.14056 N,000 16.77130 W,13815,040.9,085155,10,V,14681,-49.7500,-10.2500,111*54
$MTKG,41 42.17767 N,000 16.68827 W,13851,057.6,085205,10,V,14590,-48.0625,-1.9375,112*61
$MTKG,41 42.20316 N,000 16.59460 W,13886,048.4,085215,10,V,14513,-48.9375,-10.0000,112*57
$MTKG,41 42.23089 N,000 16.50085 W,13922,051.5,085225,10,V,14435,-46.0000,-10.0000,112*51
$MTKG,41 42.25821 N,000 16.40856 W,13959,047.0,085235,10,V,14338,-46.4375,-11.9375,113*52
$MTKG,41 42.29164 N,000 16.26037 W,14015,049.0,085250,10,V,14219,-46.5000,-11.8125,113*56
$MTKG,41 42.30921 N,000 16.16868 W,14054,054.3,085300,10,V,14137,-47.6875,-11.8125,113*5F
$MTKG,41 42.33803 N,000 16.05687 W,14094,052.7,085310,10,V,14050,-46.5000,-11.6875,114*52
$MTKG,41 42.34422 N,000 15.95343 W,14135,057.8,085320,10,V,13962,-46.2500,-11.6875,114*53
$MTKG,41 42.35394 N,000 15.85528 W,14176,046.1,085330,10,V,13843,-46.2500,-11.5625,114*57
I,$MTKG,41 42.36220 N,000 15.76813 W,14213,046.4,085340,10,V,13792,-47.1250,-11.5000,115*00
$MTKG,41 42.36795 N,000 15.68565 W,14250,042.2,085350,10,V,13712,-47.4375,-11.4375,115*55
$MTKG,41 42.37903 N,000 15.53965 W,14320,030.8,085410,10,V,13580,-45.1875,-11.3125,116*5D
$MTKG,41 42.39842 N,000 15.44343 W,14379,036.6,085425,10,V,13449,-45.0625,-11.2500,116*51
$MTKG,41 42.41527 N,000 15.38504 W,14416,030.3,085435,10,V,13350,-44.4375,-11.1250,116*59
$MTKG,41 42.44126 N,000 15.33455 W,14449,028.1,085445,10,V,13290,-43.3125,-11.1250,117*5A
$MTKG,41 42.47209 N,000 15.28166 W,14488,029.0,085455,10,V,13208,-42.3750,-11.0625,117*57
$MTKG,41 42.50450 N,000 15.22849 W,14525,040.1,085505,10,V,13141,-43.5625,-11.0000,118*5D
$MTKG,41 42.53023 N,000 15.16898 W,14564,038.3,085515,10,V,13056,-43.3750,-12.9375,118*55
$MTKG,41 42.55556 N,000 15.10171 W,14601,033.5,085525,10,V,12987,-44.8750,-12.9375,118*5A
$MTKG,41 42.59284 N,000 15.00294 W,14657,031.6,085540,10,V,12882,-44.3125,-12.8125,119*5A
$MTKG,41 42.61592 N,000 14.92545 W,14696,037.2,085550,10,V,12801,-46.6250,-12.7500,119*5F
$MTKG,41 42.63181 N,000 14.83894 W,14735,041.6,085600,10,V,12717,-45.5625,-12.6875,119*51
$MTKG,41 42.64019 N,000 14.75715 W,14771,045.6,085610,10,V,12649,-45.1250,-12.6250,120*53
$MTKG,41 42.64704 N,000 14.67582 W,14805,038.0,085620,10,V,12576,-45.1875,-12.5625,120*53
$MTKG,41 42.66732 N,000 14.59782 W,14840,038.6,085630,10,V,12518,-44.6250,-12.5625,120*5E
$MTKG,41 42.68701 N,000 14.51374 W,14876,048.3,085640,10,V,12441,-45.9375,-12.5000,121*50
$MTKG,41 42.71296 N,000 14.43538 W,14915,043.0,085650,10,V,12374,-45.0625,-12.4375,121*5B
$MTKG,41 42.74026 N,000 14.35109 W,14954,052.0,085700,10,V,12301,-47.6250,-12.4375,121*51
$MTKG,41 42.78227 N,000 14.23690 W,15011,041.9,085715,10,V,12184,-47.1875,-12.3125,122*5E
$MTKG,41 42.80693 N,000 14.16384 W,15048,041.2,085725,10,V,12104,-46.1250,-12.2500,122*56
$MTKG,41 42.82937 N,000 14.09025 W,15087,037.9,085735,10,V,12045,-45.3125,-12.2500,122*5F
$MTKG,41 42.85993 N,000 14.00888 W,15124,045.4,085745,10,V,11976,-45.4375,-12.1875,123*50
$MTKG,41 42.89397 N,000 13.92048 W,15161,051.9,085755,10,V,11906,-46.6250,-12.1250,123*5F
$MTKG,41 42.92386 N,000 13.83252 W,15199,049.9,085805,10,V,11838,-48.8125,-12.0625,123*52
$MTKG,41 42.94737 N,000 13.75238 W,15235,049.4,085815,10,V,11760,-48.5000,-12.0625,124*58
$MTKG,41 42.96446 N,000 13.67027 W,15270,038.4,085825,10,V,11716,-46.1250,-12.0000,124*59
$MTKG,41 42.97846 N,000 13.58136 W,15305,037.1,085835,10,V,11620,-45.2500,-13.9375,124*5E
$MTKG,41 43.00060 N,000 13.46531 W,15361,037.8,085850,10,V,11536,-46.1250,-13.8750,125*5C
I,$MTKG,41 43.01708 N,000 13.38155 W,15397,034.0,085900,10,V,00000,+00.0000,+00.0000,000*FF
$MTKG,41 43.03987 N,000 13.29338 W,15437,045.3,085910,10,V,11423,-46.5000,-13.7500,126*5B
$MTKG,41 43.06357 N,000 13.20990 W,15479,044.2,085920,10,V,11334,-47.3125,-13.6875,126*5F
$MTKG,41 43.09668 N,000 13.12416 W,15517,053.4,085930,10,V,11259,-47.8125,-13.6875,126*52
$MTKG,41 43.11981 N,000 13.03510 W,15555,055.0,085940,10,V,11195,-46.0000,-13.6250,127*57
$MTKG,41 43.13342 N,000 12.95123 W,15596,045.4,085950,10,V,11124,-47.8750,-13.6250,127*50
$MTKG,41 43.14285 N,000 12.85108 W,15639,045.7,090000,10,V,11054,-47.4375,-13.5625,127*54
$MTKG 41 43.16122 N,000 12.72567 W,15706,051.8,090015,10,V,10935,-46.9375,-13.5000,128*53
$MTKG,41 43.15607 N,000 12.64087 W,15746,036.1,090025,10,V,10878,-47.5625,-13.4375,128*56
$MTKG,41 43.14612 N,000 12.56990 W,15788,034.7,090035,10,V,10790,-47.7500,-13.4375,128*55
$MTKG,41 43.13906 N,000 12.48928 W,15827,047.1,090045,10,V,10723,-48.9375,-13.3750,129*53
$MTKG,41 43.12124 N,000 12.41306 W,15866,049.8,090055,10,V,10677,-46.5000,-13.3125,129*51
$MTKG,41 43.10890 N,000 12.33396 W,15905,047.1,090105,10,V,10603,-46.1250,-13.2500,129*5C
$MTKG,41 43.09870 N,000 12.25317 W,15946,051.0,090115,10,V,10527,-47.7500,-13.2500,130*5C
$MTKG,41 43.09500 N,000 12.17297 W,15985,045.2,090125,10,V,10469,-47.8750,-13.1875,130*5A
$MTKG,41 43.09906 N,000 12.09358 W,16024,044.2,090135,10,V,10414,-45.3750,-13.1875,130*5F
$MTKG,41 43.13425 N,000 11.91212 W,16119,043.1,090200,9,V,10254,-46.1250,-13.0000,131*6F
$MTKG,41 43.15376 N,000 11.84338 W,16159,043.8,090210,9,V,10182,-48.9375,-13.0000,131*61
$MTKG,41 43.17968 N,000 11.77847 W,16198,035.6,090220,9,V,10129,-49.9375,-13.0000,132*6B
$MTKG,41 43.20682 N,000 11.70447 W,16234,036.6,090230,9,V,10059,-47.6250,-14.9375,132*66
$MTKG,41 43.24447 N,000 11.63056 W,16276,045.9,090240,9,V,10009,-48.5000,-14.8125,132*6D
$MTKG,41 43.27492 N,000 11.56091 W,16309,038.3,090250,9,V,9953,-48.5625,-14.8125,133*5D
$MTKG,41 43.30216 N,000 11.47213 W,16348,052.0,090300,9,V,9890,-49.1875,-14.7500,133*5B
I,$MTKG,41 43.32616 N,000 11.37390 W,16385,056.8,000000,0,I,0000,+00.0000,+00.0000,000*ff
$MTKG,41 43.36016 N,000 11.22063 W,16457,054.5,090325,8,V,9727,-48.5000,-14.6875,134*50
$MTKG,41 43.36410 N,000 11.11708 W,16502,054.0,090335,8,V,9662,-48.8750,-14.6250,134*5F
$MTKG,41 43.36840 N,000 11.02418 W,16544,046.3,090345,8,V,9596,-47.0000,-14.6250,135*5F
$MTKG,41 43.37204 N,000 10.93166 W,16583,044.5,090355,8,V,9546,-46.9375,-14.5625,135*5E
$MTKG,41 43.37340 N,000 10.84671 W,16619,040.5,090405,8,V,9484,-46.1875,-14.5625,135*52
$MTKG,41 43.37647 N,000 10.76278 W,16656,033.7,090415,8,V,9434,-44.1250,-14.5000,136*5A
$MTKG,41 43.37835 N,000 10.68126 W,16693,032.6,090425,8,V,9374,-44.2500,-14.4375,136*5E
$MTKG,41 43.38292 N,000 10.59940 W,16733,040.6,090435,8,V,9322,-43.0625,-14.3750,136*55
$MTKG,41 43.38441 N,000 10.52587 W,16773,040.2,090445,8,V,9262,-43.3750,-14.3750,137*52
$MTKG,41 43.37967 N,000 10.42962 W,16831,022.0,090500,8,V,9174,-45.2500,-14.3125,137*5D
$MTKG,41 43.37712 N,000 10.36810 W,16871,027.0,090510,8,V,9119,-45.3750,-14.2500,137*59
$MTKG,41 43.37441 N,000 10.29651 W,16911,039.8,090520,8,V,9067,-45.8750,-14.2500,138*56
$MTKG,41 43.37741 N,000 10.22012 W,16949,038.5,090530,8,V,9009,-44.1250,-14.1875,138*56
$MTKG,41 43.37500 N,000 10.12847 W,16989,044.7,090540,8,V,8952,-44.6250,-14.1875,138*59
$MTKG,41 43.36878 N,000 10.03676 W,17028,040.6,090550,8,V,8916,-44.6875,-14.1250,139*50
$MTKG,41 43.35639 N,000 09.95358 W,17070,039.6,090600,8,V,8849,-44.9375,-14.1250,139*5C
$MTKG,41 43.34433 N,000 09.87326 W,17112,043.0,090610,8,V,8794,-44.1875,-14.0625,139*5B
$MTKG,41 43.33574 N,000 09.75989 W,17174,030.9,090625,8,V,8701,-45.1875,-14.0000,140*55
$MTKG,41 43.32905 N,000 09.68819 W,17213,032.9,090635,8,V,8657,-45.8750,-14.0000,140*58
$MTKG,41 43.32253 N,000 09.62150 W,17255,030.6,090645,8,V,8597,-44.6250,-15.9375,140*5A
$MTKG,41 43.31826 N,000 09.55939 W,17297,029.6,090655,8,V,8530,-44.5625,-15.9375,141*5C
$MTKG,41 43.31465 N,000 09.49609 W,17336,032.2,090705,8,V,8488,-44.6250,-15.9375,141*51
$MTKG,41 43.31782 N,000 09.44222 W,17373,022.3,090715,8,V,8440,-44.4375,-15.8750,141*59
$MTKG,41 43.32287 N,000 09.39375 W,17416,026.5,090725,8,V,8378,-44.6250,-15.8750,142*5D
$MTKG,41 43.31883 N,000 09.30167 W,17495,014.8,090745,8,V,8288,-46.6875,-15.8125,143*5D
$MTKG,41 43.31813 N,000 09.22175 W,17557,034.5,090800,8,V,8196,-45.3750,-15.7500,143*54
$MTKG,41 43.31941 N,000 09.16355 W,17600,040.5,090810,8,V,8155,-48.5625,-15.7500,143*51
$MTKG,41 43.32181 N,000 09.10921 W,17640,029.7,090820,8,V,8091,-48.1250,-15.6875,144*51
$MTKG,41 43.32748 N,000 09.05071 W,17682,028.8,090830,8,V,8049,-47.5625,-15.6875,144*53
$MTKG,41 43.33369 N,000 08.99224 W,17727,033.3,090840,8,V,7993,-45.5625,-15.6250,144*55
$MTKG,41 43.33750 N,000 08.93512 W,17768,028.0,090850,8,V,7938,-47.6250,-15.6250,145*57
$MTKG,41 43.33742 N,000 08.87354 W,17805,024.5,090900,8,V,7897,-47.3750,-15.6250,145*58
$MTKG,41 43.34474 N,000 08.70656 W,17904,031.4,090925,8,V,7767,-45.3750,-15.5000,146*51
$MTKG,41 43.34871 N,000 08.63571 W,17942,039.7,090935,8,V,7729,-45.5625,-15.5000,146*5B
$MTKG,41 43.35514 N,000 08.56408 W,17984,034.9,090945,8,V,7674,-44.3125,-15.5000,146*5A
$MTKG,41 43.36414 N,000 08.49389 W,18024,040.2,090955,8,V,7624,-44.1250,-15.4375,147*5A
$MTKG,41 43.37786 N,000 08.41893 W,18066,038.4,091005,8,V,7578,-44.3750,-15.3750,147*50
$MTKG,41 43.39256 N,000 08.34530 W,18106,035.4,091015,8,V,7525,-44.4375,-15.3750,147*57
$MTKG,41 43.40795 N,000 08.27133 W,18147,033.8,091025,8,V,7467,-45.8750,-15.3125,148*58
$MTKG,41 43.42275 N,000 08.19337 W,18188,035.0,091035,8,V,7431,-45.5000,-15.3125,148*5A
$MTKG,41 43.44411 N,000 08.07696 W,18251,044.9,091050,8,V,7362,-44.1875,-15.3125,148*5C
$MTKG,41 43.45128 N,000 08.00380 W,18291,037.4,091100,8,V,7315,-44.1875,-15.3125,149*57
$MTKG,41 43.44427 N,000 07.91758 W,18331,040.0,091110,9,V,7252,-45.3750,-15.2500,149*5E
$MTKG,41 43.43251 N,000 07.83394 W,18372,047.2,091120,9,V,7148,-45.8750,-15.1875,149*57
$MTKG,41 43.41591 N,000 07.75305 W,18411,044.2,091130,9,V,7182,-46.5625,-15.1875,150*5C
$MTKG,41 43.40769 N,000 07.68410 W,18455,035.8,091140,9,V,7138,-46.2500,-15.1875,150*5E
$MTKG,41 43.40720 N,000 07.61444 W,18496,032.9,091150,9,V,7091,-46.5625,-15.1250,150*5F
$MTKG,41 43.40565 N,000 07.53656 W,18537,035.7,091200,9,V,7041,-45.3125,-15.1250,151*57
$MTKG,41 43.39956 N,000 07.47134 W,18579,034.6,091210,9,V,7004,-44.0625,-15.0625,151*5B
$MTKG,41 43.37298 N,000 07.37103 W,18643,027.9,091225,9,V,6921,-44.9375,-15.0625,152*5B
$MTKG,41 43.36652 N,000 07.30633 W,18687,032.4,091235,9,V,6895,-44.2500,-15.0000,152*5B
$MTKG,41 43.35550 N,000 07.23555 W,18730,039.8,091245,9,V,6844,-44.8125,-15.0625,152*51
$MTKG,41 43.35300 N,000 07.16058 W,18772,025.5,091255,9,V,6795,-44.8125,-15.0000,153*58
$MTKG,41 43.34430 N,000 07.08625 W,18818,035.4,091305,9,V,6737,-43.3125,-15.0000,153*5D
$MTKG,41 43.34328 N,000 07.01079 W,18861,043.4,091315,9,V,6705,-43.0625,-16.9375,153*55
$MTKG,41 43.33859 N,000 06.92033 W,18905,046.7,091325,9,V,6655,-42.8125,-16.9375,154*51
$MTKG,41 43.32171 N,000 06.80919 W,18969,029.2,091340,9,V,6599,-44.5000,-16.9375,154*5A
$MTKG,41 43.31249 N,000 06.73289 W,19013,028.9,091350,9,V,6548,-45.6250,-16.8750,154*5A
$MTKG,41 43.30054 N,000 06.66832 W,19055,033.9,091400,9,V,6503,-44.8125,-16.8125,155*55
$MTKG,41 43.28974 N,000 06.61622 W,19092,033.9,091410,9,V,6459,-42.4375,-16.8125,155*56
$MTKG,41 43.27722 N,000 06.56416 W,19133,023.0,091420,9,V,6423,-44.3125,-16.8125,155*5F
$MTKG,41 43.26467 N,000 06.51432 W,19172,020.5,091430,9,V,6390,-43.0000,-16.8125,156*51
$MTKG,41 43.24216 N,000 06.46820 W,19212,027.3,091440,9,V,6336,-44.7500,-16.8125,156*50
$MTKG,41 43.22650 N,000 06.42513 W,19253,022.3,091450,9,V,6307,-42.3125,-16.7500,156*57
$MTKG,41 43.21763 N,000 06.37970 W,19296,032.0,091500,9,V,6266,-41.4375,-16.7500,157*55
$MTKG,41 43.21411 N,000 06.29304 W,19360,028.3,091515,9,V,6201,-42.8125,-16.6875,157*56
$MTKG,41 43.21417 N,000 06.23190 W,19397,031.4,091525,9,V,6160,-42.7500,-16.6875,157*59
$MTKG,41 43.21524 N,000 06.17315 W,19440,032.3,091535,9,V,6140,-44.0000,-16.6875,158*51
$MTKG,41 43.20298 N,000 06.11528 W,19478,036.5,091545,9,V,6082,-44.4375,-16.6250,158*57
$MTKG,41 43.19407 N,000 06.05696 W,19518,024.4,091555,9,V,6049,-44.6250,-16.6250,158*59
$MTKG,41 43.18549 N,000 06.00115 W,19556,019.2,091605,9,V,6030,-43.2500,-16.6250,159*50
$MTKG,41 43.17958 N,000 05.94503 W,19597,029.5,091615,9,V,5974,-43.7500,-16.6250,159*59
$MTKG,41 43.18247 N,000 05.87704 W,19639,040.7,091625,9,V,5941,-42.3125,-16.5625,160*52
$MTKG,41 43.17992 N,000 05.76197 W,19701,040.4,091640,9,V,5901,-40.5000,-16.5625,160*50
$MTKG,41 43.16202 N,000 05.60659 W,19783,032.9,091700,9,V,5808,-41.4375,-16.5000,161*5F
$MTKG,41 43.15852 N,000 05.54270 W,19824,026.0,091710,9,V,5772,-44.8125,-16.5000,161*58
$MTKG,41 43.15046 N,000 05.48933 W,19866,020.9,091720,9,V,5746,-42.3750,-16.5000,161*50
I,$MTKG,41 43.14264 N,000 05.42296 W,19907,032.8,091730,9,V,5708,+00.0000,+00.0000,000*00
$MTKG,41 43.12730 N,000 05.35718 W,19949,046.7,091740,9,V,5675,-42.9375,-16.4375,162*53
$MTKG,41 43.11587 N,000 05.29610 W,19992,028.2,091750,9,V,5624,-42.5625,-16.4375,162*58
$MTKG,41 43.09391 N,000 05.21795 W,20057,020.6,091805,9,V,5577,-43.8125,-16.4375,163*52
$MTKG,41 43.07533 N,000 05.17235 W,20103,025.3,091815,9,V,5534,-42.6250,-16.3750,163*54
$MTKG,41 43.05755 N,000 05.13267 W,20148,023.1,091825,9,V,5498,-41.6875,-16.3750,163*56
$MTKG,41 43.04257 N,000 05.09286 W,20193,033.1,091835,9,V,5470,-41.5000,-16.3750,164*5A
$MTKG,41 43.02959 N,000 05.05150 W,20235,024.9,091845,9,V,5427,-40.2500,-16.3750,164*5A
$MTKG,41 43.01794 N,000 05.00538 W,20279,022.3,091855,9,V,5368,-42.3750,-16.3750,164*54
$MTKG,41 43.00622 N,000 04.95706 W,20326,015.0,091905,9,V,5354,-40.3125,-16.3750,165*5B
$MTKG,41 42.98414 N,000 04.91380 W,20371,025.5,091915,8,V,5316,-39.5625,-16.3125,165*5B
$MTKG,41 42.96584 N,000 04.87575 W,20415,033.4,091925,8,V,5272,-40.1875,-16.3125,165*54
$MTKG,41 42.93424 N,000 04.80545 W,20485,030.8,091940,8,V,5224,-39.0000,-16.3125,166*5E
$MTKG,41 42.91391 N,000 04.75131 W,20532,039.7,091950,8,V,5195,-40.1875,-16.3125,166*5E
$MTKG,41 42.88989 N,000 04.69688 W,20577,035.1,092000,8,V,5155,-39.1250,-16.3125,166*56
$MTKG,41 42.86523 N,000 04.64024 W,20624,036.5,092010,8,V,5121,-39.7500,-16.2500,167*5E
$MTKG,41 42.83779 N,000 04.59266 W,20666,023.7,092020,8,V,5085,-39.9375,-16.2500,167*5A
$MTKG,41 42.77679 N,000 04.49544 W,20781,025.5,092045,8,V,5002,-40.5000,-16.2500,168*5A
$MTKG,41 42.75064 N,000 04.47203 W,20825,025.5,092055,8,V,4961,-41.7500,-16.3125,168*51
$MTKG,41 42.72945 N,000 04.44663 W,20871,031.1,092105,8,V,4924,-39.1875,-16.2500,169*5D
$MTKG,41 42.71309 N,000 04.40713 W,20915,020.1,092115,8,V,4893,-40.7500,-16.2500,169*56
$MTKG,41 42.69777 N,000 04.35521 W,20960,017.7,092125,8,V,4867,-37.3125,-16.2500,169*5C
$MTKG,41 42.68598 N,000 04.29987 W,21005,025.6,092135,8,V,4816,-37.6875,-16.2500,170*5E
