I, --> Sentencia amb algunes dades no vàlides
Estructura --> $MTKG, Latitud, Longitud, Altitud, Vel. Hor. en KM/H, Hora UTC, Satel.lits, Dades GPS valides (V/I), Pressio en Pa, Temp.ext en ºC, Temp.int en ºC, Fotos fetes*Checksum 

-- Meteotek --
 Inicialitzant tasques....
 Inicialitzacio finalitzada. Indicador d'estat: 000F
 Envieu la comanda de bloqueig per parar l'execucio
$MTKG,41 42.65371 N,000 04.18451 W,21093,044.4,092155,8,V,4764,-39.5625,-16.3125,170*54
$MTKG,41 42.63914 N,000 04.12282 W,21136,036.6,092205,8,V,4737,-41.8125,-16.2500,171*56
$MTKG,41 42.62137 N,000 04.03253 W,21197,033.5,092220,8,V,4689,-42.5000,-16.2500,171*54
$MTKG,41 42.60521 N,000 03.98684 W,21237,026.7,092230,8,V,4670,-42.7500,-16.2500,171*51
$MTKG,41 42.59087 N,000 03.92971 W,21278,018.5,092240,8,V,4637,-39.5000,-16.3125,172*57
$MTKG,41 42.58833 N,000 03.87200 W,21319,026.3,092250,8,V,4610,-39.5000,-16.3125,172*51
$MTKG,41 42.59149 N,000 03.82835 W,21360,034.6,092300,8,V,4565,-39.0000,-16.3125,172*55
$MTKG,41 42.58794 N,000 03.77825 W,21405,030.9,092310,8,V,4544,-40.3125,-16.3125,173*5E
$MTKG,41 42.58484 N,000 03.71170 W,21446,020.1,092320,8,V,4512,-41.5625,-16.3125,173*5D
$MTKG,41 42.58325 N,000 03.64452 W,21489,037.4,092330,8,V,4489,-40.4375,-16.3125,173*52
$MTKG,41 42.57424 N,000 03.53866 W,21552,039.4,092345,8,V,4447,-39.2500,-16.3125,174*56
$MTKG,41 42.56277 N,000 03.46968 W,21597,033.5,092355,8,V,4409,-38.3750,-16.3125,174*52
$MTKG,41 42.54571 N,000 03.40269 W,21641,036.7,092405,8,V,4386,-38.4375,-16.3125,174*54
$MTKG,41 42.51920 N,000 03.33213 W,21686,030.9,092415,8,V,4353,-37.6875,-16.3750,175*59
$MTKG,41 42.48681 N,000 03.27893 W,21726,043.6,092425,8,V,4322,-36.0000,-16.3750,175*5A
$MTKG,41 42.45964 N,000 03.23377 W,21768,028.3,092435,8,V,4298,-38.9375,-16.4375,175*57
$MTKG,41 42.44361 N,000 03.18372 W,21812,015.9,092445,8,V,4273,-37.9375,-16.3750,176*58
$MTKG,41 42.43256 N,000 03.12943 W,21854,029.7,092455,8,V,4240,-38.5625,-16.3750,176*59
$MTKG,41 42.41886 N,000 03.07853 W,21895,038.3,092505,8,V,4227,-37.8125,-16.4375,177*54
$MTKG,41 42.38664 N,000 03.00654 W,21961,031.6,092520,8,V,4181,-38.7500,-16.4375,177*5B
$MTKG,41 42.36587 N,000 02.94908 W,22002,041.1,092530,8,V,4157,-38.9375,-16.4375,177*5E
$MTKG,41 42.34070 N,000 02.88692 W,22042,030.4,092540,8,V,0000,+00.0000,+00.0000,000*FF
$MTKG,41 42.30561 N,000 02.81833 W,22086,039.6,092550,8,V,4104,-39.8125,-16.5000,178*51
$MTKG,41 42.27129 N,000 02.75382 W,22128,044.7,092600,8,V,4085,-1.9375,-16.5000,178*68
$MTKG,41 42.24122 N,000 02.69885 W,22172,038.5,092610,8,V,4057,-37.8750,-16.5000,179*5F
$MTKG,41 42.20691 N,000 02.65358 W,22217,029.1,092620,8,V,4032,-36.8125,-16.5625,179*53
$MTKG,41 42.17659 N,000 02.62048 W,22259,013.8,092630,8,V,4016,-36.8750,-16.5625,179*5F
$MTKG,41 42.14102 N,000 02.57765 W,22324,022.8,092645,8,V,3974,-36.3750,-16.5000,180*56
$MTKG,41 42.11570 N,000 02.56526 W,22368,012.4,092655,8,V,3948,-37.2500,-16.5625,180*59
$MTKG,41 42.09435 N,000 02.55135 W,22413,007.7,092705,8,V,3921,-37.8750,-16.5625,180*5F
$MTKG,41 42.08209 N,000 02.52848 W,22460,016.2,092715,8,V,3891,-36.1250,-16.5625,181*55
$MTKG,41 42.07462 N,000 02.48960 W,22502,020.9,092725,8,V,3887,-37.8750,-16.6250,181*56
$MTKG,41 42.06963 N,000 02.44727 W,22547,028.2,092735,8,V,3854,-38.0000,-16.5625,181*57
$MTKG,41 42.06049 N,000 02.40208 W,22590,023.3,092745,8,V,3827,-38.6250,-16.6250,182*5E
$MTKG,41 42.04316 N,000 02.36114 W,22635,015.7,092755,8,V,3810,-37.1250,-16.6250,182*5A
$MTKG,41 42.02102 N,000 02.31672 W,22702,011.0,092810,8,V,3755,-40.1875,-16.6250,182*50
$MTKG,41 42.00842 N,000 02.28344 W,22746,026.2,092820,8,V,3744,-41.3125,-16.6250,183*5C
$MTKG,41 42.00146 N,000 02.24962 W,22789,018.2,092830,8,V,3711,-38.2500,-16.6250,183*50
$MTKG,41 41.98979 N,000 02.19988 W,22835,028.2,092840,8,V,3686,-37.6875,-16.6875,183*56
$MTKG,41 41.96929 N,000 02.14527 W,22880,031.5,092850,8,V,3674,-36.7500,-16.6875,184*5C
$MTKG,41 41.93958 N,000 02.09708 W,22926,025.7,092900,8,V,3642,-36.8125,-16.6875,184*5B
$MTKG,41 41.90406 N,000 02.06573 W,22974,032.4,092910,8,V,3617,-35.8125,-16.6875,184*5F
$MTKG,41 41.86591 N,000 02.03347 W,23019,027.4,092920,8,V,3604,-33.3125,-16.6875,185*59
$MTKG,41 41.81590 N,000 01.99003 W,23091,025.7,092935,8,V,3554,-33.3125,-16.6875,185*5F
$MTKG,41 41.78397 N,000 01.95913 W,23137,025.0,092945,8,V,3540,-33.3125,-16.6875,186*57
$MTKG,41 41.75769 N,000 01.92629 W,23185,023.6,092955,8,V,3513,-32.0625,-16.6875,186*55
$MTKG,41 41.71169 N,000 01.86574 W,23278,030.4,093015,8,V,3481,-37.8750,-16.7500,187*5F
$MTKG,41 41.68584 N,000 01.83746 W,23322,023.5,093025,8,V,3465,-38.4375,-16.7500,187*52
$MTKG,41 41.67481 N,000 01.80300 W,23367,012.9,093035,8,V,3420,-39.6250,-16.7500,187*56
$MTKG,41 41.66738 N,000 01.76933 W,23411,018.2,093045,8,V,3415,-39.1875,-16.7500,188*56
$MTKG,41 41.65771 N,000 01.74262 W,23456,025.2,093055,8,V,3410,-38.6250,-16.7500,188*57
$MTKG,41 41.62144 N,000 01.67537 W,23520,029.2,093110,8,V,3348,-37.9375,-16.8125,188*59
$MTKG,41 41.59187 N,000 01.62459 W,23563,025.0,093120,8,V,3332,-36.8125,-16.8125,189*53
$MTKG,41 41.56536 N,000 01.58046 W,23610,027.6,093130,8,V,3320,-35.3125,-16.8125,189*58
$MTKG,41 41.54023 N,000 01.55624 W,23655,024.6,093140,8,V,3301,-37.8750,-16.8125,189*5F
$MTKG,41 41.49852 N,000 01.51649 W,23699,029.2,093150,8,V,3269,-36.8750,-16.8750,190*58
$MTKG,41 41.46578 N,000 01.46967 W,23747,041.5,093200,8,V,3261,-35.1250,-16.8750,190*5D
$MTKG,41 41.42365 N,000 01.43970 W,23792,038.9,093210,8,V,3226,-37.6875,-16.8750,190*50
$MTKG,41 41.37345 N,000 01.40275 W,23839,034.7,093220,8,V,3205,-35.4375,-16.8750,191*59
I,$MTKG,41 41.29714 N,000 01.35526 W,23913,033.3,093235,8,V,0000,+00.0000,+00.0000,000*00
$MTKG,41 41.25877 N,000 01.32431 W,23959,021.8,093245,8,V,3162,-38.7500,-16.9375,191*56
$MTKG,41 41.22370 N,000 01.29559 W,24007,025.0,093255,8,V,3139,-39.4375,-16.9375,192*5B
$MTKG,41 41.18419 N,000 01.27770 W,24053,040.0,093305,8,V,3143,-38.6875,-16.9375,192*5E
$MTKG,41 41.13504 N,000 01.25722 W,24097,031.4,093315,8,V,3095,-37.2500,-15.0000,192*53
$MTKG,41 41.10149 N,000 01.22975 W,24146,022.3,093325,8,V,3069,-37.8750,-15.0000,193*52
$MTKG,41 41.01231 N,000 01.19498 W,24259,015.9,093350,8,V,3022,-36.6875,-15.0000,194*56
$MTKG,41 40.92681 N,000 01.17087 W,24347,044.1,093410,8,V,2986,-36.2500,-15.0625,194*5B
$MTKG,41 40.87644 N,000 01.16020 W,24391,029.5,093420,8,V,2961,-35.6250,-15.0625,195*50
$MTKG,41 40.83026 N,000 01.15464 W,24439,019.1,093430,8,V,2950,-35.0625,-15.0625,195*50
$MTKG,41 40.78897 N,000 01.15371 W,24483,029.1,093440,8,V,2931,-38.6875,-15.1250,195*50
$MTKG,41 40.75875 N,000 01.14464 W,24526,022.8,093450,8,V,2922,-38.1250,-15.1250,196*55
$MTKG,41 40.72819 N,000 01.13221 W,24568,013.2,093500,8,V,2891,-36.3125,-15.1250,196*5A
$MTKG,41 40.68312 N,000 01.09979 W,24632,018.5,093515,8,V,2862,-36.7500,-15.1250,196*53
$MTKG,41 40.65120 N,000 01.08681 W,24674,023.9,093525,8,V,2853,-36.8750,-15.1875,197*57
$MTKG,41 40.62692 N,000 01.05318 W,24714,019.2,093535,8,V,2838,-1.9375,-15.1875,197*69
$MTKG,41 40.59541 N,000 01.02671 W,24750,039.2,093545,8,V,2821,-31.0000,-15.1875,197*57
$MTKG,41 40.56009 N,000 00.99488 W,24792,029.7,093555,8,V,2793,-31.5625,-15.2500,198*5C
$MTKG,41 40.52414 N,000 00.96219 W,24831,018.8,093605,8,V,2805,-30.5625,-15.2500,198*5D
$MTKG,41 40.49460 N,000 00.94277 W,24870,031.8,093615,8,V,2785,-30.6875,-15.2500,198*5E
$MTKG,41 40.46656 N,000 00.92085 W,24914,025.7,093625,8,V,2762,-28.1250,-15.3750,199*58
$MTKG,41 40.41723 N,000 00.89306 W,24979,029.5,093640,7,V,2738,-1.8750,-15.2500,199*69
$MTKG,41 40.38108 N,000 00.87929 W,25024,025.2,093650,7,V,2726,-26.0625,-15.3125,199*58
$MTKG,41 40.34918 N,000 00.85174 W,25069,021.6,093700,7,V,2716,-27.1250,-15.3125,200*54
$MTKG,41 40.31673 N,000 00.82165 W,25111,033.0,093710,7,V,2697,-29.5625,-15.3750,200*5E
$MTKG,41 40.29222 N,000 00.79619 W,25159,022.1,093720,7,V,2650,-29.8750,-15.3750,200*54
$MTKG,41 40.27213 N,000 00.76326 W,25202,010.8,093730,7,V,2666,-27.0625,-15.4375,201*5F
$MTKG,41 40.25225 N,000 00.73677 W,25245,017.5,093740,7,V,2639,-27.0625,-15.4375,201*58
$MTKG,41 40.23245 N,000 00.73034 W,25295,017.7,093750,7,V,2616,-1.9375,-15.5000,202*64
$MTKG,41 40.19557 N,000 00.72870 W,25365,016.1,093805,7,V,2591,-28.1875,-15.5000,202*52
$MTKG,41 40.18443 N,000 00.72028 W,25413,005.3,093815,7,V,2586,-26.1250,-15.5625,202*51
$MTKG,41 40.18155 N,000 00.69475 W,25460,011.6,093825,7,V,2550,-23.1875,-15.5625,203*50
$MTKN*1C
$MTKG,41 40.17643 N,000 00.66692 W,25505,029.0,093835,7,V,2888,-23.5000,-15.6250,203*56
$MTKG,41 40.16788 N,000 00.62479 W,25552,021.6,093845,7,V,2550,-22.8125,-15.6250,203*5B
$MTKG,41 40.15130 N,000 00.56638 W,25602,028.1,093855,7,V,2528,-21.1875,-15.6875,204*57
$MTKG,41 40.13956 N,000 00.50743 W,25648,037.9,093905,7,V,2518,-23.4375,-15.6875,204*51
$MTKG,41 40.12924 N,000 00.45608 W,25696,029.4,093915,7,V,2503,-22.4375,-15.7500,204*5A
$MTKG,41 40.11111 N,000 00.37621 W,25766,030.6,093930,7,V,2472,-22.8125,-15.8125,205*5B
$MTKG,41 40.09582 N,000 00.32962 W,25813,017.1,093940,7,V,2450,-21.5000,-15.8750,205*55
$MTKG,41 40.07230 N,000 00.28517 W,25861,025.8,093950,7,V,2445,-20.7500,-15.8750,205*5E
$MTKG,41 40.06353 N,000 00.24394 W,25908,026.6,094000,7,V,2434,-18.0000,-15.9375,206*5C
$MTKG,41 40.05628 N,000 00.21003 W,25962,011.6,094010,7,V,2416,-19.8750,-15.9375,206*5C
$MTKG,41 40.04496 N,000 00.17781 W,26013,011.9,094020,7,V,2393,-18.1250,-14.0000,206*5C
$MTKG,41 40.03759 N,000 00.14976 W,26064,022.6,094030,7,V,2384,-20.0625,-14.0625,207*5A
$MTKG,41 40.03708 N,000 00.11478 W,26117,022.6,094040,7,V,2368,-23.7500,-14.1250,207*5F
$MTKG,41 40.02909 N,000 00.07775 W,26168,010.4,094050,7,V,2347,-22.4375,-14.1250,207*59
$MTKG,41 40.02028 N,000 00.03140 W,26247,010.9,094105,7,V,2334,-21.0625,-14.1875,208*54
$MTKG,41 40.00744 N,000 00.00183 E,26297,019.8,094115,7,V,2311,-23.4375,-14.2500,208*4C
$MTKG,41 39.99945 N,000 00.02839 E,26351,019.0,094125,7,V,2290,-23.4375,-14.3125,208*4D
$MTKG,41 39.98320 N,000 00.06705 E,26401,019.0,094135,7,V,2277,-24.8125,-14.3750,209*42
$MTKG,41 39.97505 N,000 00.09472 E,26453,013.7,094145,7,V,2262,-23.8750,-14.4375,209*4E
$MTKG,41 39.97924 N,000 00.12179 E,26502,011.8,094155,8,V,2237,-23.3750,-14.5000,209*48
$MTKG,41 39.97795 N,000 00.14077 E,26554,016.9,094205,8,V,2240,-25.6875,-14.5000,210*45
$MTKG,41 39.97833 N,000 00.16453 E,26603,006.9,094215,8,V,2213,-26.7500,-14.5625,210*4D
$MTKG,41 39.98829 N,000 00.19944 E,26675,007.3,094230,8,V,2205,-24.0625,-14.6250,211*42
$MTKG,41 39.99081 N,000 00.23648 E,26722,023.7,094240,8,V,2200,-22.8125,-14.6875,211*44
$MTKG,41 40.00174 N,000 00.26917 E,26769,019.7,094250,8,V,2172,-22.6250,-14.6875,211*4F
$MTKG,41 40.00803 N,000 00.31231 E,26817,019.6,094300,8,V,2162,-22.6875,-14.8125,212*41
$MTKG,41 40.02109 N,000 00.33988 E,26862,022.3,094310,8,V,2165,-20.2500,-14.8125,212*4B
$MTKG,41 40.04296 N,000 00.36633 E,26908,020.9,094320,8,V,2133,-20.4375,-14.8750,212*41
$MTKG,41 40.07995 N,000 00.41565 E,26975,023.9,094335,8,V,2121,-21.6250,-14.8750,213*40
$MTKG,41 40.10043 N,000 00.45847 E,27020,024.0,094345,8,V,2104,-18.1875,-14.9375,213*49
$MTKG,41 40.12124 N,000 00.50178 E,27065,030.7,094355,8,V,2089,-18.5625,-13.0000,213*4C
$MTKG,41 40.13650 N,000 00.55434 E,27110,026.0,094405,8,V,2081,-18.0000,-13.0625,214*4A
$MTKG,41 40.13520 N,000 00.62160 E,27154,035.0,094415,8,V,2069,-18.0000,-13.0625,214*4B
$MTKG,41 40.13421 N,000 00.68458 E,27199,035.1,094425,8,V,2063,-21.5000,-13.1250,214*4E
$MTKG,41 40.12329 N,000 00.76160 E,27243,028.9,094435,8,V,2036,-1.8125,-13.1875,215*75
$MTKG,41 40.11150 N,000 00.83734 E,27288,046.4,094445,8,V,2033,-23.5625,-13.2500,215*41
$MTKG,41 40.09773 N,000 00.91247 E,27333,040.9,094455,8,V,2026,-24.3125,-13.4375,215*46
$MTKG,41 40.07792 N,000 01.00752 E,27379,053.4,094505,8,V,2031,-24.1250,-13.3125,216*4C
$MTKG,41 40.05520 N,000 01.15258 E,27450,052.8,094520,8,V,1994,-24.1250,-13.3750,216*49

--ZONA DE FALLADA DE RECEPCIÓ PER CULPA DE LES BATERIES DELS PORTÀTILS!! --

$MTKG,41 39.48223 N,000 03.01844 E,28357,036.9,094840,8,V,1783,-12.6250,-12.3750,223*40
$MTKG,41 39.47968 N,000 03.10451 E,28396,035.9,094850,8,V,1796,-11.2500,-12.4375,223*49
$MTKG,41 39.47633 N,000 03.19136 E,28436,056.2,094900,8,V,1770,-12.5000,-12.5000,223*4B
$MTKG,41 39.47909 N,000 03.27765 E,28477,042.2,094910,8,V,1757,-13.6875,-12.5625,224*4A
$MTKG,41 39.48783 N,000 03.36842 E,28519,044.4,094920,8,V,1693,-16.7500,-12.6250,224*4E
$MTKG,41 39.51455 N,000 03.48300 E,28585,048.8,094935,8,V,1739,-18.5000,-12.6875,224*4E
$MTKG,41 39.54526 N,000 03.56616 E,28630,053.3,094945,8,V,1735,-19.0000,-12.8125,225*43
$MTKG,41 39.57313 N,000 03.67381 E,28671,056.9,094955,8,V,1725,-20.7500,-12.8125,225*4B
$MTKG,41 39.58875 N,000 03.76834 E,28714,044.3,095005,8,V,1719,-20.8125,-12.8750,225*4B
$MTKG,41 39.59554 N,000 03.87194 E,28759,055.8,095015,8,V,1703,-19.1875,-12.9375,226*4F
$MTKG,41 39.59774 N,000 03.96728 E,28805,042.0,095025,8,V,1704,-20.9375,-11.0000,226*40
$MTKG,41 39.60537 N,000 04.06294 E,28855,053.0,095035,8,V,1687,-20.3125,-11.0625,226*41
$MTKG,41 39.61537 N,000 04.22650 E,28928,057.2,095050,8,V,1681,-22.8750,-11.1250,227*49
$MTKG,41 39.62622 N,000 04.35413 E,28977,068.3,095100,8,V,1672,-22.5625,-11.1250,227*4F
$MTKG,41 39.63642 N,000 04.49151 E,29026,071.2,095110,8,V,1659,-22.6250,-11.1875,228*4A
$MTKG,41 39.63939 N,000 04.63278 E,29078,070.1,095120,8,V,1643,-20.5625,-11.3125,228*41
$MTKG,41 39.64942 N,000 04.76898 E,29129,068.3,095130,8,V,1631,-18.6250,-11.3125,228*4E
$MTKG,41 39.64866 N,000 04.90277 E,29181,064.4,095140,8,V,1614,-17.5625,-11.3750,229*4C
$MTKG,41 39.64879 N,000 05.02415 E,29229,059.4,095150,8,V,1616,-16.2500,-11.4375,229*40
$MTKG,41 39.65225 N,000 05.13905 E,29275,056.3,095200,8,V,1598,-13.3750,-11.5000,229*4F
$MTKG,41 39.65290 N,000 05.26532 E,29320,069.5,095210,8,V,1594,-13.7500,-11.5000,230*42
$MTKG,41 39.67402 N,000 05.47875 E,29385,075.0,095225,8,V,1585,-10.5000,-11.5625,230*40
$MTKG,41 39.68459 N,000 05.62998 E,29429,078.4,095235,8,V,1552,-10.3125,-11.6250,230*42
$MTKG,41 39.71081 N,000 05.77752 E,29471,071.2,095245,8,V,1579,-11.3750,-11.6875,231*42
$MTKG<41 39.73847 N,000 04.91500 E,29512,082.1,095255,8,V,1569,-13.0000,-11.7500,231*49
$MTKG,41 39.77270 N,000 06.07505 E,29553,080.9,095305,8,V,1555,-14.0000,-11.8125,231*45
$MTKG,41 39.79650 N,000 06.24744 E,29591,094.6,095315,8,V,1540,-14.5000,-11.8750,232*48
$MTKG,41 39.82625 N,000 06.43074 E,29631,093.2,095325,8,V,1545,-12.5000,-11.8750,232*41
$MTKG,41 39.84634 N,000 06.60694 E,29668,089.2,095335,8,V,1541,-12.3750,-11.9375,232*4A
$MTKG,41 39.87020 N,000 06.79964 E,29708,099.9,095345,8,V,1540,-11.2500,-10.1250,233*42
$MTKG,41 39.88121 N,000 07.08375 E,29765,095.7,095400,8,V,1515,-10.3125,-10.0625,233*4B
$MTKG,41 39.87840 N,000 07.26776 E,29803,094.3,095410,8,V,1514,-10.0000,-10.1875,233*44
$MTKG,41 39.86996 N,000 07.45752 E,29840,095.0,095420,8,V,1511,-11.1875,-10.1875,234*42
$MTKG,41 39.85681 N,000 07.63070 E,29881,085.8,095430,8,V,1514,-10.8125,-10.2500,234*43
$MTKG,41 39.83303 N,000 07.80929 E,29918,087.0,095440,8,V,1499,-9.4375,-10.3125,234*7B
$MTKG,41 39.80723 N,000 07.96608 E,29958,082.6,095450,8,V,1491,-8.1875,-10.3750,235*71
$MTKG,41 39.79873 N,000 08.13126 E,29997,081.2,095500,8,V,1475,-8.5000,-10.4375,235*74
$MTKG,41 39.79871 N,000 08.29411 E,30039,080.7,095510,8,V,1477,-8.9375,-10.4375,236*72
$MTKG,41 39.80392 N,000 08.54947 E,30104,086.0,095525,8,V,1469,-6.1250,-10.5625,236*70
$MTKG,41 39.75308 N,000 09.75855 E,30441,086.4,095640,8,V,1420,-15.3125,-10.9375,238*47
$MTKG,41 39.74574 N,000 09.93355 E,30489,091.8,095650,8,V,1398,-16.3750,-9.0000,239*75
$MTKG,41 39.74643 N,000 10.12444 E,30534,097.9,095700,8,V,1409,-17.6250,-9.0625,239*7F
$MTKG,41 39.74316 N,000 10.32126 E,30581,099.8,095710,8,V,1397,-17.2500,-9.1250,239*78
$MTKG,41 39.74236 N,000 10.52158 E,30630,099.7,095720,8,V,1382,-18.6875,-9.1250,240*7F
$MTKG,41 39.75440 N,000 10.72010 E,30677,101.8,095730,8,V,1373,-18.1250,-9.1875,240*72
$MTKG,41 39.76642 N,000 10.92592 E,30483,101.3,095740,8,V,1384,-24.1875,-9.2500,240*73
$MTKG,41 39.76892 N,000 11.11476 E,29839,089.1,095750,8,V,1464,-16.2500,-9.3125,241*71
$MTKG,41 39.77245 N,000 11.28294 E,29154,068.1,095800,8,V,1610,-19.8750,-9.3125,241*74
$MTKG,41 39.77777 N,000 11.40415 E,28484,049.5,095810,8,V,1727,-22.5000,-9.3750,241*78
$MTKG,41 39.74875 N,000 11.55511 E,27541,057.2,095825,8,V,1931,-27.8750,-9.5000,242*7A
$MTKG,41 39.73512 N,000 11.65685 E,26959,032.1,095835,8,V,2101,-29.5000,-9.5000,242*70
$MTKG,41 39.74256 N,000 11.71157 E,26400,018.9,095845,8,V,2258,-31.6875,-9.6250,242*70
I,$MTKG,41 39.73576 N,000 11.74399 E,25871,000.0,000000,0,I,0000,+00.0000,+0.0000,000*00
$MTKG,41 39.72555 N,000 11.78029 E,25361,019.7,095905,8,V,2588,-37.8750,-9.6875,243*7C
$MTKG,41 39.68931 N,000 11.84036 E,24387,018.2,095925,8,V,2963,-41.0625,-9.7500,244*71
$MTKG,41 39.64864 N,000 11.85464 E,23695,034.7,095940,8,V,3259,-43.3750,-9.8125,244*7A
$MTKG,41 39.60939 N,000 11.86562 E,23252,021.0,095950,8,V,3476,-44.0000,-9.8750,245*76
$MTKG,41 39.58495 N,000 11.90011 E,22827,035.4,100000,7,V,3694,-46.3750,-9.8750,245*7B
$MTKG,41 39.56478 N,000 11.95191 E,22417,027.3,100010,8,V,3930,-47.3125,-9.9375,245*79
I,$MTKG,41 39.53953 N,000 11.99063 E,22019,027.5,100020,8,V,4162,-48.1875,+0.0000,000*00
$MTKG,41 39.51352 N,000 12.02944 E,21635,029.1,100030,8,V,4401,-50.3125,-8.0000,246*77
$MTKG,41 39.48925 N,000 12.09154 E,21260,024.0,100040,8,V,4671,-51.0625,-8.0000,246*78
$MTKG,41 39.47646 N,000 12.15408 E,20889,017.6,100050,8,V,4942,-52.5625,-8.0625,247*7E
$MTKG,41 39.46504 N,000 12.19802 E,20533,034.4,100100,8,V,5211,-54.5625,-8.0625,247*71
$MTKG,41 39.43950 N,000 12.23086 E,20020,016.1,100115,8,V,5641,-54.0000,-8.0625,247*77
$MTKN*1C
$MTKN*1C
$MTKG,41 39.42567 N,000 12.29494 E,19684,041.9,100125,8,V,5923,-55.8750,-8.0625,248*77
$MTKG,41 39.42079 N,000 12.34805 E,19348,019.7,100135,8,V,6241,-55.2500,-8.1250,248*74
$MTKG,41 39.41554 N,000 12.40659 E,19023,032.0,100145,8,V,6562,-56.9375,-8.1250,248*74
$MTKG,41 39.39912 N,000 12.47832 E,18712,047.2,100155,8,V,6883,-56.6250,-8.1250,249*7E
$MTKG,41 39.38834 N,000 12.54793 E,18406,022.7,100205,8,V,7225,-56.4375,-8.0625,249*7E
$MTKG,41 39.37775 N,000 12.62302 E,18107,047.4,100215,8,V,7553,-56.1875,-8.0625,249*7F
$MTKG,41 39.38689 N,000 12.69518 E,17819,026.2,100225,8,V,7903,-56.1875,-8.0625,250*7E
$MTKG,41 39.38549 N,000 12.76049 E,17532,029.6,100235,8,V,8260,-56.6875,-8.0000,250*77
$MTKG,41 39.39057 N,000 12.81453 E,17252,037.0,100245,8,V,8632,-55.1250,-8.0625,250*7F
$MTKG,41 39.37795 N,000 12.91385 E,16845,020.0,100300,8,V,9199,-55.2500,-8.0000,251*78
$MTKG,41 39.38679 N,000 13.00416 E,16576,064.3,100310,8,V,9583,-56.6875,-8.0000,251*78
$MTKG,41 39.39895 N,000 13.13238 E,16326,058.9,100320,8,V,9957,-56.1250,-9.9375,251*7E
$MTKG,41 39.42406 N,000 13.23255 E,16078,054.4,100330,8,V,10362,-57.9375,-8.0000,252*45
$MTKG,41 39.42010 N,000 13.31297 E,15827,054.0,100340,8,V,10768,-57.6875,-9.9375,252*4A
$MTKG,41 39.43011 N,000 13.41277 E,15587,055.4,100350,8,V,11186,-57.5625,-9.8125,253*48
$MTKG,41 39.45623 N,000 13.51883 E,15350,064.4,100400,8,V,11604,-57.8125,-9.8125,253*42
$MTKG,41 39.50066 N,000 13.60651 E,15112,058.6,100410,8,V,12039,-56.7500,-9.8125,253*4C
$MTKG,41 39.55472 N,000 13.75161 E,14762,033.1,100425,8,V,12706,-54.2500,-9.6875,254*4D
$MTKG,41 39.57613 N,000 13.84268 E,14535,032.1,100435,8,V,13158,-54.1250,-9.6875,254*43
$MTKG,41 39.61340 N,000 13.93259 E,14315,050.7,100445,8,V,13604,-53.1250,-9.5625,254*41
$MTKG,41 39.64017 N,000 13.99569 E,14087,050.2,100455,8,V,14101,-54.4375,-9.5625,255*47
$MTKG,41 39.66265 N,000 14.08502 E,13871,057.4,100505,8,V,14564,-54.6875,-9.5000,255*4C
$MTKG,41 39.69144 N,000 14.15535 E,13656,029.8,100515,8,V,15070,-53.1875,-9.4375,255*45
$MTKG,41 39.72348 N,000 14.21333 E,13440,024.2,100525,8,V,15580,-53.1875,-9.3750,256*4A
$MTKG,41 39.75175 N,000 14.25750 E,13239,035.8,100535,8,V,16071,-00.0000,-9.2500,256*42
$MTKG,41 39.79140 N,000 14.33484 E,12938,025.5,100550,8,V,16823,-54.8125,-9.1875,256*4B
$MTKG,41 39.82458 N,000 14.37424 E,12741,039.1,100600,8,V,17364,-53.3125,-9.1250,257*4B
$MTKG,41 39.85466 N,000 14.40991 E,12544,020.7,100610,8,V,17905,-54.6250,-9.0625,257*43
$MTKG,41 39.88968 N,000 14.46131 E,12352,047.0,100620,8,V,18459,-54.1875,-9.0000,257*4D
$MTKG,41 39.92883 N,000 14.49932 E,12162,028.4,100630,8,V,19016,-54.2500,-10.8750,258*74
$MTKG,41 39.97870 N,000 14.54920 E,11976,057.8,100640,8,V,19569,-54.1875,-10.8750,258*7E
$MTKG,41 40.04615 N,000 14.57530 E,11790,043.9,100650,8,V,20158,-54.2500,-10.7500,258*72
$MTKG,41 40.09966 N,000 14.58321 E,11610,025.7,100700,8,V,20711,-54.8750,-10.6875,259*77
$MTKG,41 40.17143 N,000 14.61143 E,11435,056.4,100710,8,V,21289,-54.5625,-10.6875,259*73
$MTKG,41 40.26756 N,000 14.59199 E,11265,046.1,100720,8,V,21853,-54.3750,-10.5625,259*7B
$MTKG,41 40.33610 N,000 14.55576 E,11096,036.1,100730,8,V,22479,-55.1875,-10.4375,260*7A
$MTKG,41 40.43547 N,000 14.50174 E,10846,043.7,100745,8,V,23363,-55.0000,-10.3125,260*7B
$MTKG,41 40.53072 N,000 14.44684 E,10682,054.8,100755,8,V,23975,-56.4375,-10.1875,260*7F
$MTKG,41 40.60756 N,000 14.39024 E,10519,060.1,100805,8,V,24634,-57.0625,-10.1250,261*79
$MTKG,41 40.67151 N,000 14.34421 E,10352,060.2,100815,8,V,25290,-57.7500,-10.0625,261*77
$MTKG,41 40.72656 N,000 14.30000 E,10200,053.0,100825,8,V,25887,-57.8750,-11.9375,262*78
$MTKG,41 40.79675 N,000 14.25199 E,10042,042.1,100835,8,V,26556,-55.1875,-11.8750,262*70
$MTKG,41 40.86923 N,000 14.19739 E,9880,043.5,100845,8,V,27232,-54.4375,-11.8125,262*4C
